region	phenotype	count	best_rcp
region_chr5_130183332_132803957	IBD.EUR.Crohns_Disease	5	0.696
region_chr5_178986463_179974244	UKB_50_Standing_height	1	0.564
region_chr5_96627815_97979897	IBD.EUR.Crohns_Disease	3	0.556
region_chr5_96627815_97979897	IBD.EUR.Inflammatory_Bowel_Disease	8	0.743
region_chr6_151591568_152773361	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.548
region_chr6_166611245_167642155	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	0.523
region_chr6_30830391_31603441	pgc.scz2	3	0.708
region_chr6_31603441_32714887	Astle_et_al_2016_Granulocyte_count	2	0.825
region_chr6_31603441_32714887	UKB_6152_8_diagnosed_by_doctor_Asthma	3	0.964
region_chr7_140535410_141526757	UKB_50_Standing_height	10	0.747
region_chr7_44724229_45913323	UKB_20016_Fluid_intelligence_score	6	0.936
region_chr7_6534226_7769121	Astle_et_al_2016_Sum_basophil_neutrophil_counts	3	0.76
region_chr7_72409900_73920272	Astle_et_al_2016_White_blood_cell_count	4	0.562
region_chr8_127646866_129368893	Astle_et_al_2016_Eosinophil_counts	4	0.892
region_chr8_127646866_129368893	Astle_et_al_2016_Sum_basophil_neutrophil_counts	41	0.707
region_chr8_23039544_24817205	Astle_et_al_2016_Neutrophil_count	1	0.654
region_chr9_136605890_138254346	Astle_et_al_2016_Reticulocyte_count	22	0.953
region_chr9_34642246_36743286	Astle_et_al_2016_Reticulocyte_count	33	0.68
region_chr9_34642246_36743286	GIANT_HEIGHT	27	0.897
region_chr9_82825886_84323281	Astle_et_al_2016_Neutrophil_count	1	0.559
region_chr10_26599755_29034307	Astle_et_al_2016_Neutrophil_count	58	0.643
region_chr11_15721006_17556855	IBD.EUR.Inflammatory_Bowel_Disease	2	0.63
region_chr11_64037097_66131160	GLGC_Mc_HDL	1	0.826
region_chr11_70855_1192365	Astle_et_al_2016_Sum_eosinophil_basophil_counts	20	0.99
region_chr12_109898914_112825713	UKB_50_Standing_height	1	0.528
region_chr12_55272053_57155077	Astle_et_al_2016_Eosinophil_counts	6	0.903
region_chr12_57155077_58914885	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	4	0.95
region_chr12_6310587_8224940	UKB_20002_1111_self_reported_asthma	2	0.71
region_chr13_48809826_51016955	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	40	0.845
region_chr15_87826712_89932319	UKB_23099_Body_fat_percentage	1	0.608
region_chr16_29025292_31371622	GIANT_2015_BMI_EUR	1	0.549
region_chr17_2025437_3799018	Astle_et_al_2016_Myeloid_white_cell_count	1	0.525
region_chr17_38653091_40721152	UKB_50_Standing_height	4	0.848
region_chr17_44979537_47798656	GLGC_Mc_HDL	2	0.563
region_chr18_23069508_25416687	GIANT_HIP_Combined_EUR	3	0.64
region_chr19_45599439_46646825	GIANT_WC_Combined_EUR	5	0.68
region_chr19_610729_2098397	Astle_et_al_2016_Red_blood_cell_count	4	0.551
region_chr19_9127717_11173352	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	2	0.645
region_chr1_158057622_159943258	Astle_et_al_2016_Monocyte_count	3	0.79
region_chr1_222056878_224750818	Astle_et_al_2016_Myeloid_white_cell_count	1	0.532
region_chr1_38266175_39734895	GLGC_Mc_HDL	4	0.683
region_chr1_41509656_43292786	Astle_et_al_2016_Myeloid_white_cell_count	1	0.552
region_chr1_76262450_79195513	GIANT_HEIGHT	1	0.588
region_chr20_18991559_20979069	UKB_50_Standing_height	1	0.798
region_chr20_48583442_50623121	Astle_et_al_2016_Monocyte_count	19	1
region_chr20_63558827_64333810	Astle_et_al_2016_Granulocyte_count	3	0.712
region_chr20_63558827_64333810	Astle_et_al_2016_Myeloid_white_cell_count	3	0.641
region_chr20_63558827_64333810	IBD.EUR.Ulcerative_Colitis	5	0.992
region_chr20_63558827_64333810	UKB_23099_Body_fat_percentage	2	0.652
region_chr22_27438791_29255810	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	0.596
region_chr22_38911889_40149793	GIANT_HEIGHT	1	0.532
region_chr2_102072305_102971757	TAGC_Asthma_EUR	4	0.785
region_chr2_134401007_136285224	UKB_23099_Body_fat_percentage	3	0.557
region_chr2_166499460_169111726	Astle_et_al_2016_Granulocyte_count	103	0.939
region_chr2_166499460_169111726	Astle_et_al_2016_Neutrophil_count	104	0.937
region_chr3_194338942_195065945	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	0.522
region_chr3_42498510_45123661	UKB_50_Standing_height	1	0.658
region_chr4_1476986_2841252	UKB_20002_1065_self_reported_hypertension	5	0.954
region_chr4_6771316_7537965	Astle_et_al_2016_White_blood_cell_count	11	0.98
region_chr4_6771316_7537965	GIANT_HEIGHT	20	0.66
region_chr4_71274841_73726673	Astle_et_al_2016_White_blood_cell_count	1	0.565
region_chr5_132803957_135441711	UKB_20022_Birth_weight	7	0.822
region_chr5_38802308_40287627	GIANT_HEIGHT	1	0.537
region_chr6_25684359_26791023	Astle_et_al_2016_Myeloid_white_cell_count	2	0.568
region_chr6_30830391_31603441	Astle_et_al_2016_Neutrophil_count	2	0.997
region_chr7_46947122_49172682	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	3	0.891
region_chr7_91032469_92864438	Astle_et_al_2016_Red_blood_cell_count	1	0.623
region_chr8_11421489_13634266	Astle_et_al_2016_Reticulocyte_count	5	0.663
region_chr8_143155464_145078481	Astle_et_al_2016_Sum_eosinophil_basophil_counts	49	0.998
region_chr9_112930865_114257521	Astle_et_al_2016_Myeloid_white_cell_count	4	0.881
region_chr9_136047132_136605890	Astle_et_al_2016_Sum_eosinophil_basophil_counts	88	0.844
region_chr9_136047132_136605890	IBD.EUR.Inflammatory_Bowel_Disease	7	0.811
region_chr10_102620653_104935290	Astle_et_al_2016_Neutrophil_count	7	0.918
region_chr10_129046020_129943063	GIANT_HEIGHT	34	0.764
region_chr10_44234627_46978910	Astle_et_al_2016_Monocyte_count	6	0.89
region_chr10_44234627_46978910	Astle_et_al_2016_Myeloid_white_cell_count	6	0.91
region_chr11_59013076_62456299	Astle_et_al_2016_Sum_basophil_neutrophil_counts	9	0.887
region_chr11_70855_1192365	Astle_et_al_2016_Reticulocyte_count	75	0.751
region_chr11_8311727_9065770	GIANT_WHR_Combined_EUR	2	0.562
region_chr12_51382710_52645220	Astle_et_al_2016_Monocyte_count	4	0.881
region_chr12_6310587_8224940	Astle_et_al_2016_Reticulocyte_count	2	0.789
region_chr16_2714828_3951195	Astle_et_al_2016_Granulocyte_count	7	0.963
region_chr16_29025292_31371622	GIANT_WC_Combined_EUR	1	0.586
region_chr17_41743558_43694719	UKB_20002_1452_self_reported_eczema_or_dermatitis	2	0.831
region_chr17_43694719_44979537	Astle_et_al_2016_High_light_scatter_reticulocyte_count	5	0.805
region_chr17_44979537_47798656	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	0.58
region_chr17_5838014_7414079	UKB_50_Standing_height	11	0.904
region_chr17_7414079_8403107	UKB_1180_Morning_or_evening_person_chronotype	22	0.764
region_chr17_79302554_80863788	Astle_et_al_2016_Platelet_count	5	0.921
region_chr18_11905441_14440800	IBD.EUR.Crohns_Disease	31	0.998
region_chr19_44239955_45599439	Astle_et_al_2016_Sum_basophil_neutrophil_counts	2	0.713
region_chr19_51029311_52482037	Astle_et_al_2016_Granulocyte_count	7	0.7
region_chr19_6684874_8282629	Astle_et_al_2016_White_blood_cell_count	1	0.591
region_chr1_151566405_153208353	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	0.999
region_chr1_154797927_156366342	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	0.632
region_chr1_159943258_162376931	Astle_et_al_2016_Monocyte_count	32	0.718
region_chr1_76262450_79195513	Astle_et_al_2016_Neutrophil_count	1	0.529
region_chr20_63558827_64333810	Astle_et_al_2016_Sum_basophil_neutrophil_counts	10	0.858
region_chr22_19924835_22002927	Astle_et_al_2016_Platelet_count	3	0.669
region_chr2_102072305_102971757	UKB_20002_1111_self_reported_asthma	3	0.728
region_chr2_143761915_145688002	UKB_1200_Sleeplessness_or_insomnia	1	0.557
region_chr2_166499460_169111726	Astle_et_al_2016_Monocyte_count	97	0.97
region_chr2_241210506_242147200	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	5	0.732
region_chr2_26672117_28375910	UKB_20002_1473_self_reported_high_cholesterol	1	0.599
region_chr3_147008842_149325450	UKB_20022_Birth_weight	2	0.517
region_chr3_178389377_179656798	IBD.EUR.Crohns_Disease	14	0.778
region_chr3_195065945_196244537	Astle_et_al_2016_High_light_scatter_reticulocyte_count	2	0.671
region_chr3_51797999_54047363	Astle_et_al_2016_Sum_eosinophil_basophil_counts	2	0.747
region_chr3_51797999_54047363	UKB_20022_Birth_weight	11	0.652
region_chr4_700926_1476986	UKB_23099_Body_fat_percentage	1	0.598
region_chr5_178986463_179974244	Astle_et_al_2016_Sum_basophil_neutrophil_counts	77	0.825
region_chr5_76503041_78327508	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.642
region_chr5_88094174_89595713	Astle_et_al_2016_Lymphocyte_counts	2	0.531
region_chr6_151591568_152773361	Astle_et_al_2016_Lymphocyte_counts	1	0.564
region_chr6_25684359_26791023	pgc.scz2	5	0.745
region_chr6_30830391_31603441	Astle_et_al_2016_Platelet_count	6	0.738
region_chr6_30830391_31603441	UKB_20002_1473_self_reported_high_cholesterol	3	0.941
region_chr7_148118226_150143569	Astle_et_al_2016_Sum_basophil_neutrophil_counts	2	0.508
region_chr7_2732593_4533797	UKB_20022_Birth_weight	2	0.553
region_chr7_73920272_76829247	Astle_et_al_2016_Eosinophil_counts	2	0.76
region_chr8_40845818_41863936	DIAGRAM_T2D_TRANS_ETHNIC	8	0.709
region_chr9_112930865_114257521	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	7	0.908
region_chr9_132423455_134176000	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.596
region_chr9_34642246_36743286	UKB_50_Standing_height	15	0.737
region_chr10_68436234_70461094	EGG_BW3_EUR	1	0.677
region_chr11_128318642_130472680	Astle_et_al_2016_White_blood_cell_count	1	0.59
region_chr11_44672249_46984586	MAGIC_FastingGlucose	2	0.61
region_chr12_109898914_112825713	Astle_et_al_2016_Red_blood_cell_count	2	0.746
region_chr12_55272053_57155077	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.518
region_chr13_26710225_28683414	Astle_et_al_2016_Myeloid_white_cell_count	1	1
region_chr14_34377045_35390387	Astle_et_al_2016_Sum_basophil_neutrophil_counts	5	0.753
region_chr15_89932319_91621162	Astle_et_al_2016_Neutrophil_count	6	0.628
region_chr15_89932319_91621162	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	4	0.578
region_chr16_48974015_52001911	IBD.EUR.Crohns_Disease	4	0.76
region_chr16_87613743_88974757	UKB_6152_8_diagnosed_by_doctor_Asthma	2	0.584
region_chr16_88974757_90226404	Astle_et_al_2016_High_light_scatter_reticulocyte_count	19	0.906
region_chr17_21387045_29007226	UKB_50_Standing_height	2	0.807
region_chr19_11173352_13360313	Astle_et_al_2016_Neutrophil_count	1	0.504
region_chr19_33772047_35978393	UKB_50_Standing_height	3	0.62
region_chr19_44239955_45599439	Astle_et_al_2016_Eosinophil_counts	1	0.572
region_chr19_46646825_48778970	EGG_BW3_EUR	4	0.815
region_chr19_48778970_51029311	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	6	0.829
region_chr1_107867043_109761309	Astle_et_al_2016_Myeloid_white_cell_count	10	0.883
region_chr1_25190354_27075376	UKB_20002_1111_self_reported_asthma	2	0.524
region_chr1_27075376_29689034	Astle_et_al_2016_Neutrophil_count	14	0.681
region_chr1_76262450_79195513	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.533
region_chr20_44051536_46210417	RA_OKADA_TRANS_ETHNIC	9	0.868
region_chr20_63558827_64333810	UKB_20002_1111_self_reported_asthma	17	0.888
region_chr22_17193405_17813322	Astle_et_al_2016_Neutrophil_count	1	0.545
region_chr22_17193405_17813322	Astle_et_al_2016_White_blood_cell_count	1	0.55
region_chr3_184051895_185350467	UKB_50_Standing_height	1	0.714
region_chr3_98497106_99654918	Astle_et_al_2016_Monocyte_count	80	0.82
region_chr4_142522112_145257035	Astle_et_al_2016_Monocyte_count	1	0.503
region_chr5_176023592_177824506	Astle_et_al_2016_Red_blood_cell_count	9	0.648
region_chr5_50867564_52838788	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.523
region_chr5_66615458_68555033	UKB_20022_Birth_weight	5	0.594
region_chr6_32714887_33268720	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.746
region_chr6_40377376_42070983	Astle_et_al_2016_Lymphocyte_counts	15	0.674
region_chr7_31097675_33516156	Astle_et_al_2016_Reticulocyte_count	2	0.56
region_chr7_46947122_49172682	Astle_et_al_2016_Myeloid_white_cell_count	4	0.911
region_chr8_132338897_133557758	UKB_20016_Fluid_intelligence_score	2	0.515
region_chr8_141963553_143155464	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	0.508
region_chr9_132423455_134176000	Astle_et_al_2016_Monocyte_count	40	0.893
region_chr9_89827251_91404921	Astle_et_al_2016_Sum_eosinophil_basophil_counts	3	0.67
region_chr10_44234627_46978910	Astle_et_al_2016_Granulocyte_count	6	0.902
region_chr10_93636611_94461486	UKB_50_Standing_height	12	0.578
region_chr10_94461486_96062600	Astle_et_al_2016_Sum_basophil_neutrophil_counts	2	0.539
region_chr11_46984586_49844498	UKB_50_Standing_height	1	0.534
region_chr11_74701306_77086163	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	0.503
region_chr12_10328935_11601912	Astle_et_al_2016_Monocyte_count	13	0.683
region_chr12_109898914_112825713	Astle_et_al_2016_Myeloid_white_cell_count	4	0.704
region_chr12_4308513_5212306	UKB_50_Standing_height	1	0.809
region_chr12_44631_971165	UKB_23099_Body_fat_percentage	5	0.813
region_chr12_51382710_52645220	Astle_et_al_2016_Myeloid_white_cell_count	4	0.878
region_chr12_8224940_8878799	Astle_et_al_2016_Reticulocyte_count	25	0.91
region_chr14_102545765_104535386	Astle_et_al_2016_Reticulocyte_count	1	0.626
region_chr14_104535386_105874495	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	2	0.515
region_chr14_22549721_24435917	GLGC_Mc_LDL	1	0.826
region_chr15_66802429_68725660	GABRIEL_Asthma	2	0.744
region_chr15_78223711_80568637	Astle_et_al_2016_Eosinophil_counts	12	0.765
region_chr15_83591716_86109674	Astle_et_al_2016_Eosinophil_counts	2	0.78
region_chr15_89932319_91621162	GIANT_HEIGHT	1	0.514
region_chr16_1157206_2714828	Astle_et_al_2016_Monocyte_count	4	0.659
region_chr16_29025292_31371622	Astle_et_al_2016_Myeloid_white_cell_count	10	0.909
region_chr16_88974757_90226404	GIANT_HEIGHT	3	0.731
region_chr17_18953007_21387045	Astle_et_al_2016_Platelet_count	1	0.566
region_chr17_43694719_44979537	Astle_et_al_2016_White_blood_cell_count	2	0.583
region_chr17_74676064_76379479	Astle_et_al_2016_Monocyte_count	1	0.54
region_chr18_11905441_14440800	RA_OKADA_TRANS_ETHNIC	1	0.694
region_chr19_44239955_45599439	GIANT_WC_Combined_EUR	1	0.537
region_chr19_54099074_55216712	Astle_et_al_2016_Myeloid_white_cell_count	6	0.709
region_chr19_610729_2098397	Astle_et_al_2016_Monocyte_count	4	0.962
region_chr1_156366342_158057622	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	7	0.93
region_chr1_204711940_206268085	Astle_et_al_2016_Reticulocyte_count	1	0.542
region_chr1_206268085_208237019	IBD.EUR.Inflammatory_Bowel_Disease	1	0.686
region_chr1_222056878_224750818	Astle_et_al_2016_White_blood_cell_count	5	0.582
region_chr1_91420760_93070902	Astle_et_al_2016_Eosinophil_counts	1	0.712
region_chr20_63558827_64333810	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	6	0.641
region_chr21_31296327_33004691	UKB_20002_1065_self_reported_hypertension	3	0.729
region_chr21_46072312_46699840	GIANT_HEIGHT	1	0.513
region_chr22_27438791_29255810	Astle_et_al_2016_Monocyte_count	28	0.857
region_chr22_27438791_29255810	Astle_et_al_2016_Neutrophil_count	2	0.589
region_chr22_35134992_37174229	Astle_et_al_2016_Red_blood_cell_count	5	0.993
region_chr2_113164279_116014894	Astle_et_al_2016_Lymphocyte_counts	34	0.743
region_chr2_160913222_162647041	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	2	0.707
region_chr2_230978674_232685293	Astle_et_al_2016_Lymphocyte_counts	3	0.718
region_chr2_232685293_234242343	IBD.EUR.Inflammatory_Bowel_Disease	1	0.53
region_chr2_26672117_28375910	UKB_50_Standing_height	1	0.57
region_chr2_31327584_33138710	UKB_20016_Fluid_intelligence_score	1	0.545
region_chr3_100873373_103366116	UKB_50_Standing_height	6	0.673
region_chr3_122255250_123798921	Astle_et_al_2016_Platelet_count	1	0.602
region_chr3_63683610_65287863	Astle_et_al_2016_Granulocyte_count	4	0.831
region_chr4_48121583_53011266	GIANT_HEIGHT	1	0.583
region_chr4_6771316_7537965	Astle_et_al_2016_Myeloid_white_cell_count	13	0.995
region_chr4_6771316_7537965	Astle_et_al_2016_Sum_basophil_neutrophil_counts	11	0.979
region_chr4_86613495_88316876	Astle_et_al_2016_Red_blood_cell_count	2	0.583
region_chr5_178986463_179974244	Astle_et_al_2016_Monocyte_count	9	0.741
region_chr6_109983044_112023811	UKB_20002_1453_self_reported_psoriasis	2	0.842
region_chr6_28949831_29770194	Astle_et_al_2016_High_light_scatter_reticulocyte_count	3	0.891
region_chr6_31603441_32714887	UKB_50_Standing_height	2	0.969
region_chr6_33268720_35487979	UKB_20002_1464_self_reported_rheumatoid_arthritis	1	0.838
region_chr7_80258753_82393370	Astle_et_al_2016_Red_blood_cell_count	54	0.646
region_chr8_139713400_141963553	Astle_et_al_2016_High_light_scatter_reticulocyte_count	3	0.539
region_chr9_104819468_106536473	UKB_20002_1473_self_reported_high_cholesterol	1	0.637
region_chr9_127293231_129403191	Astle_et_al_2016_Monocyte_count	25	0.78
region_chr9_136605890_138254346	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	15	0.997
region_chr10_101189482_102620653	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	10	0.644
region_chr10_129046020_129943063	UKB_50_Standing_height	2	0.681
region_chr10_30169909_31618591	IBD.EUR.Crohns_Disease	6	0.563
region_chr10_46978910_49632869	IMMUNOBASE_Systemic_lupus_erythematosus_hg19	1	0.643
region_chr10_87367307_89253624	Astle_et_al_2016_Granulocyte_count	29	0.88
region_chr11_128318642_130472680	Astle_et_al_2016_Monocyte_count	3	0.634
region_chr11_30119810_32255355	UKB_50_Standing_height	1	0.795
region_chr11_9065770_10930480	UKB_6152_8_diagnosed_by_doctor_Asthma	114	0.893
region_chr12_44631_971165	Astle_et_al_2016_Sum_eosinophil_basophil_counts	4	0.673
region_chr12_52645220_54385039	Astle_et_al_2016_Reticulocyte_count	2	0.526
region_chr12_55272053_57155077	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	7	0.946
region_chr13_26710225_28683414	Astle_et_al_2016_White_blood_cell_count	1	1
region_chr14_64753580_65932837	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	0.603
region_chr15_101012489_101980763	Astle_et_al_2016_Neutrophil_count	1	0.578
region_chr15_89932319_91621162	Astle_et_al_2016_Myeloid_white_cell_count	2	0.581
region_chr16_1157206_2714828	GIANT_HEIGHT	1	0.542
region_chr16_80263477_81738931	UKB_23099_Body_fat_percentage	8	0.843
region_chr17_2025437_3799018	Astle_et_al_2016_White_blood_cell_count	1	0.637
region_chr17_41743558_43694719	Astle_et_al_2016_Granulocyte_count	2	0.61
region_chr17_5838014_7414079	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	7	0.802
region_chr17_61235394_63468228	Astle_et_al_2016_Red_blood_cell_count	1	0.528
region_chr17_82076532_83247139	Astle_et_al_2016_Red_blood_cell_count	8	0.8
region_chr19_43358303_44239955	Astle_et_al_2016_Myeloid_white_cell_count	22	0.988
region_chr19_51029311_52482037	IGAP_Alzheimer	48	0.982
region_chr19_610729_2098397	IBD.EUR.Crohns_Disease	20	0.948
region_chr19_610729_2098397	IBD.EUR.Inflammatory_Bowel_Disease	23	0.937
region_chr19_9127717_11173352	Astle_et_al_2016_Platelet_count	34	0.993
region_chr1_107867043_109761309	Astle_et_al_2016_Neutrophil_count	8	0.819
region_chr1_111199115_112730684	Astle_et_al_2016_White_blood_cell_count	1	0.955
region_chr1_159943258_162376931	Astle_et_al_2016_Eosinophil_counts	2	0.853
region_chr1_182786221_184626379	UKB_50_Standing_height	4	0.726
region_chr1_208237019_210614406	Astle_et_al_2016_Red_blood_cell_count	1	0.505
region_chr1_219417229_221684889	UKB_20022_Birth_weight	2	0.825
region_chr1_25190354_27075376	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	0.627
region_chr2_200711561_201953914	RA_OKADA_TRANS_ETHNIC	3	0.596
region_chr2_26672117_28375910	Astle_et_al_2016_Lymphocyte_counts	5	0.827
region_chr3_32310223_33214100	UKB_20002_1111_self_reported_asthma	1	0.56
region_chr3_49279539_51797999	IBD.EUR.Inflammatory_Bowel_Disease	26	0.664
region_chr4_24133906_25607700	UKB_50_Standing_height	5	0.968
region_chr4_37253425_38905401	Astle_et_al_2016_Eosinophil_counts	3	0.638
region_chr4_700926_1476986	Astle_et_al_2016_Granulocyte_count	9	0.714
region_chr5_132803957_135441711	UKB_20002_1065_self_reported_hypertension	3	0.754
region_chr5_68555033_71944629	Astle_et_al_2016_Neutrophil_count	119	0.781
region_chr6_129539886_130614309	EGG_BW3_EUR	20	0.842
region_chr6_157797687_160159465	Astle_et_al_2016_Myeloid_white_cell_count	1	0.599
region_chr6_29770194_30830391	UKB_20002_1453_self_reported_psoriasis	25	1
region_chr6_29770194_30830391	UKB_50_Standing_height	2	0.776
region_chr6_35487979_37604820	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	0.785
region_chr7_122293576_124516751	pgc.scz2	13	0.968
region_chr7_141526757_142959223	Astle_et_al_2016_High_light_scatter_reticulocyte_count	5	0.606
region_chr7_148118226_150143569	Astle_et_al_2016_Neutrophil_count	3	0.522
region_chr7_44724229_45913323	UKB_23099_Body_fat_percentage	6	0.916
region_chr7_46947122_49172682	Astle_et_al_2016_Granulocyte_count	4	0.904
region_chr9_112930865_114257521	Astle_et_al_2016_Neutrophil_count	7	0.918
region_chr9_3190064_4495328	Astle_et_al_2016_Red_blood_cell_count	1	0.872
region_chr10_13279600_14984069	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	22	0.875
region_chr10_22886203_25289667	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.55
region_chr10_44234627_46978910	Astle_et_al_2016_Eosinophil_counts	3	0.661
region_chr11_59013076_62456299	Astle_et_al_2016_Granulocyte_count	12	0.807
region_chr11_59013076_62456299	IGAP_Alzheimer	1	0.588
region_chr11_64037097_66131160	UKB_21001_Body_mass_index_BMI	7	0.752
region_chr12_101468912_102571208	Astle_et_al_2016_White_blood_cell_count	1	0.704
region_chr12_89288345_91672378	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.521
region_chr15_78223711_80568637	Astle_et_al_2016_Reticulocyte_count	2	0.844
region_chr15_78223711_80568637	Astle_et_al_2016_White_blood_cell_count	1	0.571
region_chr15_89932319_91621162	Astle_et_al_2016_Granulocyte_count	1	0.504
region_chr16_10054_1157206	UKB_50_Standing_height	35	0.934
region_chr16_29025292_31371622	Astle_et_al_2016_Neutrophil_count	10	0.905
region_chr17_1269105_2025437	Astle_et_al_2016_Myeloid_white_cell_count	2	0.587
region_chr17_1269105_2025437	Astle_et_al_2016_Reticulocyte_count	2	0.531
region_chr17_7414079_8403107	UKB_1160_Sleep_duration	1	0.519
region_chr19_19766662_20722951	MAGNETIC_IDL.TG	2	0.852
region_chr19_44239955_45599439	Astle_et_al_2016_Neutrophil_count	2	0.711
region_chr19_45599439_46646825	GIANT_2015_BMI_EUR	1	0.568
region_chr19_610729_2098397	Astle_et_al_2016_White_blood_cell_count	3	0.97
region_chr19_6684874_8282629	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	3	0.63
region_chr19_9127717_11173352	UKB_20002_1453_self_reported_psoriasis	20	0.985
region_chr1_107867043_109761309	Astle_et_al_2016_Sum_basophil_neutrophil_counts	8	0.845
region_chr1_112730684_114331223	Astle_et_al_2016_Lymphocyte_counts	3	0.668
region_chr1_151566405_153208353	UKB_20002_1452_self_reported_eczema_or_dermatitis	1	0.999
region_chr20_63558827_64333810	Astle_et_al_2016_Platelet_count	15	0.542
region_chr21_46072312_46699840	Astle_et_al_2016_Granulocyte_count	18	0.776
region_chr2_47985862_49795119	UKB_21001_Body_mass_index_BMI	1	0.719
region_chr3_181793378_184051895	Astle_et_al_2016_Neutrophil_count	1	0.733
region_chr4_700926_1476986	Astle_et_al_2016_Neutrophil_count	9	0.716
region_chr5_176023592_177824506	UKB_1160_Sleep_duration	1	0.561
region_chr5_178986463_179974244	Astle_et_al_2016_Granulocyte_count	73	0.812
region_chr5_178986463_179974244	Astle_et_al_2016_Myeloid_white_cell_count	86	0.922
region_chr6_133923105_135903039	UKB_6152_8_diagnosed_by_doctor_Asthma	3	0.721
region_chr6_29770194_30830391	Astle_et_al_2016_Myeloid_white_cell_count	2	0.609
region_chr6_30830391_31603441	Astle_et_al_2016_Monocyte_count	11	0.791
region_chr6_31603441_32714887	UKB_20002_1453_self_reported_psoriasis	56	0.997
region_chr6_40377376_42070983	UKB_1160_Sleep_duration	2	0.523
region_chr7_44724229_45913323	Astle_et_al_2016_Granulocyte_count	8	0.709
region_chr8_93993299_95522578	Astle_et_al_2016_Red_blood_cell_count	92	0.786
region_chr9_110015744_112068802	Astle_et_al_2016_Sum_basophil_neutrophil_counts	2	0.859
region_chr9_136047132_136605890	IBD.EUR.Crohns_Disease	8	0.845
region_chr11_42288453_44672249	UKB_1180_Morning_or_evening_person_chronotype	9	0.578
region_chr11_46984586_49844498	Astle_et_al_2016_Monocyte_count	66	0.842
region_chr11_64037097_66131160	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	14	0.629
region_chr12_12580594_15088550	UKB_50_Standing_height	1	0.542
region_chr15_89932319_91621162	Astle_et_al_2016_White_blood_cell_count	6	0.618
region_chr16_10332175_11426305	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	2	0.663
region_chr16_13060580_14370145	GIANT_HEIGHT	1	0.62
region_chr16_25975541_27434434	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	4	0.649
region_chr16_88974757_90226404	UKB_20002_1065_self_reported_hypertension	25	0.765
region_chr17_2025437_3799018	Astle_et_al_2016_Monocyte_count	1	0.563
region_chr17_7414079_8403107	Astle_et_al_2016_Sum_eosinophil_basophil_counts	2	0.55
region_chr19_46646825_48778970	Astle_et_al_2016_Eosinophil_counts	3	0.558
region_chr19_48778970_51029311	Astle_et_al_2016_Sum_eosinophil_basophil_counts	7	0.78
region_chr1_112730684_114331223	BCAC_ER_negative_BreastCancer_EUR	7	0.697
region_chr1_224750818_226623159	Astle_et_al_2016_Lymphocyte_counts	1	0.561
region_chr1_247181216_248945267	Astle_et_al_2016_Platelet_count	6	0.995
