region	phenotype	count	best_rcp
region_chr12_57155077_58914885	Astle_et_al_2016_Platelet_count	6	0.991
region_chr12_57155077_58914885	UKB_21001_Body_mass_index_BMI	5	0.789
region_chr12_57155077_58914885	UKB_6152_8_diagnosed_by_doctor_Asthma	15	0.9
region_chr12_69432762_70564207	UKB_50_Standing_height	1	0.933
region_chr12_89288345_91672378	Astle_et_al_2016_Lymphocyte_counts	4	0.602
region_chr12_89288345_91672378	Astle_et_al_2016_Reticulocyte_count	2	0.76
region_chr12_89288345_91672378	UKB_21001_Body_mass_index_BMI	1	0.564
region_chr12_91672378_94120791	Astle_et_al_2016_Eosinophil_counts	1	0.502
region_chr12_91672378_94120791	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.564
region_chr12_91672378_94120791	GIANT_HEIGHT	1	0.598
region_chr12_95627009_96715061	BCAC_Overall_BreastCancer_EUR	2	0.941
region_chr12_971165_2435620	pgc.scz2	2	0.783
region_chr13_112918174_114344378	Astle_et_al_2016_White_blood_cell_count	7	0.887
region_chr13_20112581_21668035	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	15	0.871
region_chr13_23957798_25210224	UKB_20002_1065_self_reported_hypertension	3	0.658
region_chr13_26710225_28683414	Astle_et_al_2016_Granulocyte_count	2	0.649
region_chr13_40495126_42526891	Astle_et_al_2016_Neutrophil_count	30	0.732
region_chr13_42526891_44327273	UKB_20002_1111_self_reported_asthma	2	0.72
region_chr13_42526891_44327273	UKB_6152_8_diagnosed_by_doctor_Asthma	2	0.728
region_chr13_44327273_45921079	Astle_et_al_2016_Lymphocyte_counts	2	0.64
region_chr13_48809826_51016955	Astle_et_al_2016_Granulocyte_count	4	0.928
region_chr13_48809826_51016955	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	3	0.931
region_chr13_48809826_51016955	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	0.584
region_chr13_52765487_54108729	UKB_20016_Fluid_intelligence_score	2	0.818
region_chr13_70952659_73359952	UKB_20022_Birth_weight	1	0.645
region_chr13_96866956_98286665	UKB_20127_Neuroticism_score	1	0.651
region_chr13_98286665_99921841	UKB_20127_Neuroticism_score	2	0.797
region_chr14_101067970_102545765	Astle_et_al_2016_Platelet_count	6	0.955
region_chr14_101067970_102545765	UKB_50_Standing_height	2	0.578
region_chr14_102545765_104535386	Astle_et_al_2016_High_light_scatter_reticulocyte_count	5	0.837
region_chr14_102545765_104535386	Astle_et_al_2016_Monocyte_count	4	0.969
region_chr14_104535386_105874495	Astle_et_al_2016_High_light_scatter_reticulocyte_count	31	0.789
region_chr14_104535386_105874495	Astle_et_al_2016_Platelet_count	4	0.573
region_chr14_104535386_105874495	Astle_et_al_2016_Red_blood_cell_count	4	0.598
region_chr14_22549721_24435917	Astle_et_al_2016_Sum_eosinophil_basophil_counts	3	0.644
region_chr14_22549721_24435917	UKB_50_Standing_height	10	0.983
region_chr14_34377045_35390387	Astle_et_al_2016_Monocyte_count	2	0.684
region_chr14_35390387_38198520	BCAC_ER_negative_BreastCancer_EUR	3	0.717
region_chr14_55750162_57014544	UKB_20127_Neuroticism_score	1	0.633
region_chr14_58981618_61213706	UKB_50_Standing_height	2	0.703
region_chr14_63323296_64753580	Astle_et_al_2016_Platelet_count	4	0.563
region_chr14_65932837_67525600	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.914
region_chr14_67525600_70665240	Astle_et_al_2016_Neutrophil_count	1	0.926
region_chr14_70665240_72422907	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	0.842
region_chr14_72422907_75978424	Astle_et_al_2016_Eosinophil_counts	2	0.619
region_chr14_81113370_82671753	Astle_et_al_2016_Myeloid_white_cell_count	9	0.687
region_chr14_98672195_101067970	UKB_20022_Birth_weight	4	0.722
region_chr15_101012489_101980763	Astle_et_al_2016_White_blood_cell_count	1	0.88
region_chr15_20926275_23949980	UKB_21001_Body_mass_index_BMI	3	0.586
region_chr15_38238576_40091931	Astle_et_al_2016_Reticulocyte_count	32	0.974
region_chr15_40091931_40885316	pgc.scz2	7	0.962
region_chr15_40885316_42484201	Astle_et_al_2016_High_light_scatter_reticulocyte_count	3	0.875
region_chr15_40885316_42484201	Astle_et_al_2016_Platelet_count	26	0.738
region_chr15_40885316_42484201	Astle_et_al_2016_Sum_basophil_neutrophil_counts	4	0.963
region_chr15_40885316_42484201	Astle_et_al_2016_Sum_eosinophil_basophil_counts	4	0.927
region_chr15_40885316_42484201	GIANT_HEIGHT	4	0.785
region_chr15_47843851_49715846	GIANT_HEIGHT	1	0.531
region_chr15_47843851_49715846	UKB_20022_Birth_weight	1	0.553
region_chr15_59401917_60973637	GIANT_HEIGHT	2	0.566
region_chr15_62923023_64812469	Astle_et_al_2016_Reticulocyte_count	1	0.904
region_chr15_62923023_64812469	GIANT_HEIGHT	15	0.654
region_chr15_64812469_66802429	Astle_et_al_2016_Monocyte_count	1	0.53
region_chr15_64812469_66802429	Astle_et_al_2016_Neutrophil_count	1	0.507
region_chr15_66802429_68725660	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.588
region_chr15_73336373_76106283	UKB_21001_Body_mass_index_BMI	1	0.519
region_chr15_73336373_76106283	UKB_50_Standing_height	9	0.941
region_chr15_78223711_80568637	Astle_et_al_2016_Sum_eosinophil_basophil_counts	12	0.792
region_chr15_80568637_83591716	UKB_21001_Body_mass_index_BMI	2	0.792
region_chr15_80568637_83591716	UKB_23099_Body_fat_percentage	2	0.755
region_chr15_83591716_86109674	UKB_20022_Birth_weight	1	0.89
region_chr15_89932319_91621162	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	4	0.806
region_chr15_91621162_93237673	UKB_20022_Birth_weight	1	0.542
region_chr15_97487680_98700830	EGG_BW3_EUR	4	0.95
region_chr16_10054_1157206	Astle_et_al_2016_Eosinophil_counts	4	0.883
region_chr16_10054_1157206	Astle_et_al_2016_High_light_scatter_reticulocyte_count	5	0.998
region_chr16_10054_1157206	Astle_et_al_2016_Reticulocyte_count	4	0.999
region_chr16_10332175_11426305	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.532
region_chr16_10332175_11426305	Astle_et_al_2016_Lymphocyte_counts	1	0.542
region_chr16_11426305_12519241	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.998
region_chr16_11426305_12519241	RA_OKADA_TRANS_ETHNIC	5	0.728
region_chr16_1157206_2714828	Astle_et_al_2016_Monocyte_count	3	0.715
region_chr16_1157206_2714828	GIANT_HEIGHT	3	0.703
region_chr16_14370145_16060203	GIANT_HEIGHT	1	0.547
region_chr16_22437583_24125554	Astle_et_al_2016_Lymphocyte_counts	2	0.663
region_chr16_2714828_3951195	Astle_et_al_2016_Myeloid_white_cell_count	2	0.843
region_chr16_27434434_29025292	Astle_et_al_2016_Neutrophil_count	2	0.607
region_chr16_27434434_29025292	Astle_et_al_2016_Platelet_count	45	0.997
region_chr16_29025292_31371622	Astle_et_al_2016_Eosinophil_counts	59	0.996
region_chr16_29025292_31371622	Astle_et_al_2016_Lymphocyte_counts	6	0.788
region_chr16_29025292_31371622	Astle_et_al_2016_Myeloid_white_cell_count	6	0.951
region_chr16_29025292_31371622	Astle_et_al_2016_Neutrophil_count	5	0.927
region_chr16_29025292_31371622	Astle_et_al_2016_Platelet_count	5	0.829
region_chr16_29025292_31371622	UKB_50_Standing_height	2	0.641
region_chr16_3951195_5068344	Astle_et_al_2016_Lymphocyte_counts	1	0.866
region_chr16_3951195_5068344	pgc.scz2	1	0.511
region_chr16_48974015_52001911	IBD.EUR.Inflammatory_Bowel_Disease	1	0.564
region_chr16_55869862_57630418	UKB_21001_Body_mass_index_BMI	1	0.51
region_chr16_57630418_59011501	pgc.scz2	5	0.811
region_chr16_65904663_68807460	Astle_et_al_2016_Eosinophil_counts	23	0.935
region_chr16_65904663_68807460	Astle_et_al_2016_Lymphocyte_counts	5	0.565
region_chr16_65904663_68807460	Astle_et_al_2016_Sum_eosinophil_basophil_counts	22	0.956
region_chr16_65904663_68807460	UKB_1160_Sleep_duration	3	0.549
region_chr16_65904663_68807460	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	2	0.615
region_chr16_65904663_68807460	UKB_23099_Body_fat_percentage	1	0.545
region_chr16_68807460_71020125	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	0.62
region_chr16_71020125_72901251	MAGNETIC_LDL.C	5	0.875
region_chr16_71020125_72901251	UKB_1180_Morning_or_evening_person_chronotype	7	0.835
region_chr16_72901251_74937605	Astle_et_al_2016_Monocyte_count	2	0.968
region_chr16_79100918_80263477	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.634
region_chr16_80263477_81738931	UKB_21001_Body_mass_index_BMI	3	0.869
region_chr16_80263477_81738931	UKB_23099_Body_fat_percentage	3	0.902
region_chr16_8288517_9705562	Astle_et_al_2016_Red_blood_cell_count	8	0.747
region_chr16_84412277_85115079	Astle_et_al_2016_Monocyte_count	2	0.977
region_chr16_85115079_86122993	Astle_et_al_2016_Eosinophil_counts	1	0.68
region_chr16_85115079_86122993	Astle_et_al_2016_Sum_basophil_neutrophil_counts	4	0.902
region_chr16_85115079_86122993	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	4	0.912
region_chr16_87613743_88974757	Astle_et_al_2016_Red_blood_cell_count	4	0.931
region_chr16_88974757_90226404	Astle_et_al_2016_Platelet_count	6	0.658
region_chr16_88974757_90226404	UKB_20002_1111_self_reported_asthma	1	0.718
region_chr17_1269105_2025437	Astle_et_al_2016_Granulocyte_count	8	0.833
region_chr17_1269105_2025437	Astle_et_al_2016_Sum_basophil_neutrophil_counts	7	0.821
region_chr17_1269105_2025437	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	9	0.854
region_chr17_15115780_16509028	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	3	0.798
region_chr17_18953007_21387045	Astle_et_al_2016_Granulocyte_count	33	0.737
region_chr17_18953007_21387045	Astle_et_al_2016_Myeloid_white_cell_count	32	0.722
region_chr17_18953007_21387045	Astle_et_al_2016_Red_blood_cell_count	1	0.57
region_chr17_18953007_21387045	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	34	0.752
region_chr17_21387045_29007226	Astle_et_al_2016_Red_blood_cell_count	1	0.632
region_chr17_21387045_29007226	Astle_et_al_2016_White_blood_cell_count	4	0.747
region_chr17_21387045_29007226	UKB_20022_Birth_weight	1	0.761
region_chr17_29007226_31459473	Astle_et_al_2016_Granulocyte_count	2	0.86
region_chr17_29007226_31459473	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	0.894
region_chr17_33211407_34585779	Astle_et_al_2016_Monocyte_count	2	0.541
region_chr17_33211407_34585779	IBD.EUR.Inflammatory_Bowel_Disease	1	0.66
region_chr17_34585779_36141651	Astle_et_al_2016_Reticulocyte_count	1	0.597
region_chr17_36141651_38653091	Astle_et_al_2016_Eosinophil_counts	37	0.907
region_chr17_36141651_38653091	Astle_et_al_2016_Granulocyte_count	3	0.616
region_chr17_36141651_38653091	Astle_et_al_2016_Lymphocyte_counts	25	0.684
region_chr17_3799018_4792966	Astle_et_al_2016_White_blood_cell_count	26	0.837
region_chr17_38653091_40721152	Astle_et_al_2016_Sum_basophil_neutrophil_counts	13	0.724
region_chr17_38653091_40721152	GIANT_HEIGHT	2	0.717
region_chr17_38653091_40721152	IBD.EUR.Ulcerative_Colitis	1	0.687
region_chr17_41743558_43694719	Astle_et_al_2016_Neutrophil_count	3	0.727
region_chr17_41743558_43694719	Astle_et_al_2016_Sum_basophil_neutrophil_counts	3	0.754
region_chr17_41743558_43694719	BCAC_Overall_BreastCancer_EUR	18	0.815
region_chr17_41743558_43694719	UKB_6152_8_diagnosed_by_doctor_Asthma	1	0.525
region_chr17_43694719_44979537	Astle_et_al_2016_Reticulocyte_count	1	0.827
region_chr17_43694719_44979537	UKB_21001_Body_mass_index_BMI	1	0.746
region_chr17_44979537_47798656	Astle_et_al_2016_Granulocyte_count	1	0.698
region_chr17_44979537_47798656	Astle_et_al_2016_Monocyte_count	2	0.825
region_chr17_44979537_47798656	GIANT_HEIGHT	12	0.99
region_chr17_44979537_47798656	UKB_20002_1065_self_reported_hypertension	1	0.505
region_chr17_44979537_47798656	UKB_21001_Body_mass_index_BMI	13	0.946
region_chr17_44979537_47798656	UKB_50_Standing_height	11	0.968
region_chr17_47798656_49440038	Astle_et_al_2016_Myeloid_white_cell_count	4	0.784
region_chr17_47798656_49440038	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	0.572
region_chr17_4792966_5838014	Astle_et_al_2016_Myeloid_white_cell_count	7	0.625
region_chr17_4792966_5838014	Astle_et_al_2016_Neutrophil_count	8	0.618
region_chr17_4792966_5838014	Astle_et_al_2016_Reticulocyte_count	5	0.969
region_chr17_4792966_5838014	Astle_et_al_2016_Sum_eosinophil_basophil_counts	3	0.779
region_chr17_4792966_5838014	UKB_21001_Body_mass_index_BMI	2	0.888
region_chr17_5838014_7414079	Astle_et_al_2016_Lymphocyte_counts	12	0.996
region_chr17_5838014_7414079	UKB_20002_1065_self_reported_hypertension	24	0.902
region_chr17_5838014_7414079	UKB_20022_Birth_weight	78	0.872
region_chr17_5838014_7414079	UKB_23099_Body_fat_percentage	3	0.818
region_chr17_61235394_63468228	UKB_50_Standing_height	4	0.796
region_chr17_66804312_69862629	UKB_1180_Morning_or_evening_person_chronotype	1	0.501
region_chr17_69862629_71391676	UKB_50_Standing_height	2	0.934
region_chr17_71391676_74676064	Astle_et_al_2016_Reticulocyte_count	1	0.554
region_chr17_7414079_8403107	UKB_20022_Birth_weight	9	0.994
region_chr17_74676064_76379479	Astle_et_al_2016_Red_blood_cell_count	1	0.639
region_chr17_74676064_76379479	Astle_et_al_2016_Reticulocyte_count	5	0.96
region_chr17_74676064_76379479	UKB_20002_1065_self_reported_hypertension	36	0.759
region_chr17_76379479_78267332	Astle_et_al_2016_Sum_eosinophil_basophil_counts	3	0.812
region_chr17_76379479_78267332	UKB_50_Standing_height	8	0.941
region_chr17_79302554_80863788	Astle_et_al_2016_Reticulocyte_count	11	0.987
region_chr17_82076532_83247139	Astle_et_al_2016_Myeloid_white_cell_count	7	0.924
region_chr17_82076532_83247139	Astle_et_al_2016_White_blood_cell_count	9	0.951
region_chr17_8403107_10062604	UKB_50_Standing_height	1	0.674
region_chr18_23069508_25416687	Astle_et_al_2016_White_blood_cell_count	33	0.833
region_chr18_23069508_25416687	SSGAC_Education_Years_Pooled	2	0.526
region_chr18_23069508_25416687	UKB_23099_Body_fat_percentage	4	0.543
region_chr18_34200103_36282001	UKB_50_Standing_height	10	0.879
region_chr18_3891658_5834181	UKB_20016_Fluid_intelligence_score	1	0.533
region_chr18_42312683_45342141	Astle_et_al_2016_Granulocyte_count	1	0.84
region_chr18_45342141_46719283	Astle_et_al_2016_Granulocyte_count	3	0.692
region_chr18_45342141_46719283	Astle_et_al_2016_High_light_scatter_reticulocyte_count	3	0.638
region_chr18_48413361_50204214	Astle_et_al_2016_Reticulocyte_count	1	0.534
region_chr18_50204214_53535815	Astle_et_al_2016_Neutrophil_count	1	0.901
region_chr18_54027805_57546606	Astle_et_al_2016_Platelet_count	14	0.81
region_chr18_62610482_64153018	UKB_50_Standing_height	1	0.523
region_chr18_74304227_75815032	UKB_50_Standing_height	11	0.769
region_chr19_11173352_13360313	Astle_et_al_2016_Granulocyte_count	7	0.796
region_chr19_11173352_13360313	Astle_et_al_2016_Lymphocyte_counts	2	0.711
region_chr19_11173352_13360313	Astle_et_al_2016_Sum_basophil_neutrophil_counts	7	0.807
region_chr19_11173352_13360313	UKB_50_Standing_height	1	0.51
region_chr19_16263605_18299052	Astle_et_al_2016_Lymphocyte_counts	1	0.754
region_chr19_16263605_18299052	Astle_et_al_2016_White_blood_cell_count	1	0.557
region_chr19_18299052_19766662	Astle_et_al_2016_Sum_basophil_neutrophil_counts	16	0.964
region_chr19_18299052_19766662	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	16	0.965
region_chr19_20722951_22550094	UKB_50_Standing_height	1	0.898
region_chr19_2098397_3019662	UKB_20002_1065_self_reported_hypertension	9	0.671
region_chr19_29300040_30237047	UKB_21001_Body_mass_index_BMI	1	0.502
region_chr19_3019662_4348970	UKB_20002_1111_self_reported_asthma	5	0.988
region_chr19_33772047_35978393	GIANT_HEIGHT	1	0.534
region_chr19_33772047_35978393	UKB_50_Standing_height	3	0.764
region_chr19_37036131_39679979	Astle_et_al_2016_Granulocyte_count	2	0.701
region_chr19_37036131_39679979	Astle_et_al_2016_Sum_basophil_neutrophil_counts	3	0.755
region_chr19_39679979_40478694	EGG_BW3_EUR	1	0.552
region_chr19_40478694_41625199	UKB_50_Standing_height	3	0.624
region_chr19_43358303_44239955	Astle_et_al_2016_Sum_basophil_neutrophil_counts	4	1
region_chr19_43358303_44239955	GIANT_HEIGHT	59	0.809
region_chr19_4348970_5811841	Astle_et_al_2016_Neutrophil_count	1	0.611
region_chr19_4348970_5811841	GIANT_HEIGHT	1	0.555
region_chr19_44239955_45599439	Astle_et_al_2016_Eosinophil_counts	2	0.805
region_chr19_44239955_45599439	Astle_et_al_2016_Granulocyte_count	2	0.762
region_chr19_44239955_45599439	Astle_et_al_2016_Red_blood_cell_count	7	0.82
region_chr19_44239955_45599439	UKB_20002_1111_self_reported_asthma	2	0.573
region_chr19_44239955_45599439	UKB_23099_Body_fat_percentage	2	0.865
region_chr19_44239955_45599439	UKB_50_Standing_height	8	0.581
region_chr19_45599439_46646825	Astle_et_al_2016_Red_blood_cell_count	4	0.578
region_chr19_46646825_48778970	Astle_et_al_2016_Eosinophil_counts	5	0.71
region_chr19_46646825_48778970	Astle_et_al_2016_High_light_scatter_reticulocyte_count	3	0.612
region_chr19_46646825_48778970	Astle_et_al_2016_Myeloid_white_cell_count	36	0.943
region_chr19_46646825_48778970	Astle_et_al_2016_Platelet_count	31	0.785
region_chr19_46646825_48778970	Astle_et_al_2016_Sum_eosinophil_basophil_counts	2	0.676
region_chr19_46646825_48778970	UKB_20002_1065_self_reported_hypertension	20	0.854
region_chr19_48778970_51029311	Astle_et_al_2016_Monocyte_count	4	0.724
region_chr19_48778970_51029311	Astle_et_al_2016_Red_blood_cell_count	56	0.798
region_chr19_48778970_51029311	Astle_et_al_2016_Reticulocyte_count	27	0.879
region_chr19_48778970_51029311	UKB_21001_Body_mass_index_BMI	3	0.839
region_chr19_51029311_52482037	Astle_et_al_2016_Myeloid_white_cell_count	2	0.608
region_chr19_51029311_52482037	Astle_et_al_2016_Neutrophil_count	1	0.637
region_chr19_51029311_52482037	Astle_et_al_2016_Platelet_count	24	0.88
region_chr19_51029311_52482037	Astle_et_al_2016_Sum_eosinophil_basophil_counts	4	0.847
region_chr19_52482037_54099074	UKB_50_Standing_height	3	0.857
region_chr19_54099074_55216712	Astle_et_al_2016_Granulocyte_count	45	0.938
region_chr19_54099074_55216712	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	45	0.942
region_chr19_55216712_57009967	IMMUNOBASE_Systemic_lupus_erythematosus_hg19	1	0.501
region_chr19_610729_2098397	Astle_et_al_2016_Red_blood_cell_count	3	0.704
region_chr19_610729_2098397	UKB_21001_Body_mass_index_BMI	1	0.517
region_chr19_6684874_8282629	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	12	0.923
region_chr19_80840_610729	Astle_et_al_2016_Red_blood_cell_count	1	0.953
region_chr19_8282629_9127717	Astle_et_al_2016_Sum_basophil_neutrophil_counts	46	0.843
region_chr19_8282629_9127717	UKB_20002_1473_self_reported_high_cholesterol	1	0.795
region_chr19_9127717_11173352	Astle_et_al_2016_Myeloid_white_cell_count	11	0.914
region_chr19_9127717_11173352	Astle_et_al_2016_White_blood_cell_count	8	0.861
region_chr1_10583_1961168	Astle_et_al_2016_Reticulocyte_count	2	0.519
region_chr1_107867043_109761309	CARDIoGRAM_C4D_CAD_ADDITIVE	25	0.983
region_chr1_107867043_109761309	MAGNETIC_LDL.C	9	0.874
region_chr1_109761309_111199115	Astle_et_al_2016_Granulocyte_count	4	0.827
region_chr1_109761309_111199115	Astle_et_al_2016_Neutrophil_count	5	0.806
region_chr1_109761309_111199115	Astle_et_al_2016_Sum_basophil_neutrophil_counts	6	0.822
region_chr1_112730684_114331223	Astle_et_al_2016_Neutrophil_count	1	0.793
region_chr1_112730684_114331223	RA_OKADA_TRANS_ETHNIC	1	0.784
region_chr1_114331223_115337972	Astle_et_al_2016_Red_blood_cell_count	7	0.797
region_chr1_114331223_115337972	UKB_20002_1065_self_reported_hypertension	1	0.636
region_chr1_115337972_118296444	Astle_et_al_2016_Monocyte_count	4	0.836
region_chr1_115337972_118296444	Astle_et_al_2016_Reticulocyte_count	1	0.88
region_chr1_11717784_12719464	Astle_et_al_2016_Eosinophil_counts	1	0.584
region_chr1_11717784_12719464	Astle_et_al_2016_Platelet_count	8	0.784
region_chr1_11717784_12719464	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	2	0.819
region_chr1_118296444_148907004	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	0.651
region_chr1_14565015_16571235	Astle_et_al_2016_Red_blood_cell_count	5	0.858
