region	phenotype	count	method
region_chr17_69862629_71391676	GIANT_HEIGHT	1	smultixcan_eqtl
region_chr17_69862629_71391676	UKB_50_Standing_height	1	smultixcan_eqtl
region_chr17_71391676_74676064	UKB_50_Standing_height	2	smultixcan_eqtl
region_chr17_7414079_8403107	Astle_et_al_2016_Red_blood_cell_count	18	smultixcan_eqtl
region_chr17_7414079_8403107	UKB_20002_1065_self_reported_hypertension	8	smultixcan_eqtl
region_chr17_7414079_8403107	UKB_50_Standing_height	30	smultixcan_eqtl
region_chr17_74676064_76379479	Astle_et_al_2016_Eosinophil_counts	1	smultixcan_eqtl
region_chr17_74676064_76379479	Astle_et_al_2016_Lymphocyte_counts	3	smultixcan_eqtl
region_chr17_74676064_76379479	Astle_et_al_2016_Monocyte_count	3	smultixcan_eqtl
region_chr17_74676064_76379479	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	smultixcan_eqtl
region_chr17_74676064_76379479	Astle_et_al_2016_White_blood_cell_count	2	smultixcan_eqtl
region_chr17_74676064_76379479	UKB_20002_1473_self_reported_high_cholesterol	2	smultixcan_eqtl
region_chr17_74676064_76379479	UKB_50_Standing_height	6	smultixcan_eqtl
region_chr17_76379479_78267332	Astle_et_al_2016_High_light_scatter_reticulocyte_count	7	smultixcan_eqtl
region_chr17_76379479_78267332	UKB_50_Standing_height	1	smultixcan_eqtl
region_chr17_78267332_79302554	GIANT_HEIGHT	3	smultixcan_eqtl
region_chr17_78267332_79302554	UKB_50_Standing_height	6	smultixcan_eqtl
region_chr17_79302554_80863788	UKB_21001_Body_mass_index_BMI	3	smultixcan_eqtl
region_chr17_80863788_82076532	GIANT_HEIGHT	4	smultixcan_eqtl
region_chr17_82076532_83247139	Astle_et_al_2016_Reticulocyte_count	1	smultixcan_eqtl
region_chr17_82076532_83247139	GIANT_HEIGHT	3	smultixcan_eqtl
region_chr17_82076532_83247139	UKB_50_Standing_height	10	smultixcan_eqtl
region_chr18_11905441_14440800	IBD.EUR.Inflammatory_Bowel_Disease	2	smultixcan_eqtl
region_chr18_11905441_14440800	RA_OKADA_TRANS_ETHNIC	3	smultixcan_eqtl
region_chr18_21905883_23069508	UKB_50_Standing_height	2	smultixcan_eqtl
region_chr18_23069508_25416687	Astle_et_al_2016_Granulocyte_count	4	smultixcan_eqtl
region_chr18_23069508_25416687	Astle_et_al_2016_White_blood_cell_count	4	smultixcan_eqtl
region_chr18_23069508_25416687	GIANT_HEIGHT	2	smultixcan_eqtl
region_chr18_34200103_36282001	UKB_50_Standing_height	4	smultixcan_eqtl
region_chr18_40104403_42312683	UKB_21001_Body_mass_index_BMI	1	smultixcan_eqtl
region_chr18_42312683_45342141	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	3	smultixcan_eqtl
region_chr18_45342141_46719283	Astle_et_al_2016_Red_blood_cell_count	3	smultixcan_eqtl
region_chr18_46719283_48413361	UKB_50_Standing_height	3	smultixcan_eqtl
region_chr18_50204214_53535815	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	smultixcan_eqtl
region_chr18_50204214_53535815	UKB_20002_1065_self_reported_hypertension	1	smultixcan_eqtl
region_chr18_54027805_57546606	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	2	smultixcan_eqtl
region_chr18_54027805_57546606	pgc.scz2	1	smultixcan_eqtl
region_chr18_58862988_59963251	UKB_1180_Morning_or_evening_person_chronotype	1	smultixcan_eqtl
region_chr18_59963251_61353518	UKB_23099_Body_fat_percentage	3	smultixcan_eqtl
region_chr18_62610482_64153018	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	smultixcan_eqtl
region_chr18_62610482_64153018	Astle_et_al_2016_Reticulocyte_count	1	smultixcan_eqtl
region_chr18_62610482_64153018	Astle_et_al_2016_Sum_eosinophil_basophil_counts	4	smultixcan_eqtl
region_chr18_62610482_64153018	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	1	smultixcan_eqtl
region_chr19_11173352_13360313	Astle_et_al_2016_Monocyte_count	3	smultixcan_eqtl
region_chr19_11173352_13360313	Astle_et_al_2016_Red_blood_cell_count	20	smultixcan_eqtl
region_chr19_16263605_18299052	Astle_et_al_2016_Eosinophil_counts	4	smultixcan_eqtl
region_chr19_16263605_18299052	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	smultixcan_eqtl
region_chr19_16263605_18299052	Astle_et_al_2016_Lymphocyte_counts	18	smultixcan_eqtl
region_chr19_16263605_18299052	Astle_et_al_2016_Monocyte_count	1	smultixcan_eqtl
region_chr19_16263605_18299052	Astle_et_al_2016_Platelet_count	4	smultixcan_eqtl
region_chr19_16263605_18299052	Astle_et_al_2016_Sum_eosinophil_basophil_counts	4	smultixcan_eqtl
region_chr19_16263605_18299052	BCAC_ER_positive_BreastCancer_EUR	2	smultixcan_eqtl
region_chr19_16263605_18299052	GIANT_HEIGHT	10	smultixcan_eqtl
region_chr19_16263605_18299052	UKB_20002_1065_self_reported_hypertension	3	smultixcan_eqtl
region_chr19_16263605_18299052	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	smultixcan_eqtl
region_chr19_16263605_18299052	UKB_21001_Body_mass_index_BMI	4	smultixcan_eqtl
region_chr19_16263605_18299052	UKB_23099_Body_fat_percentage	7	smultixcan_eqtl
region_chr19_16263605_18299052	UKB_50_Standing_height	16	smultixcan_eqtl
region_chr19_18299052_19766662	Astle_et_al_2016_Monocyte_count	10	smultixcan_eqtl
region_chr19_18299052_19766662	Astle_et_al_2016_Platelet_count	14	smultixcan_eqtl
region_chr19_18299052_19766662	BCAC_ER_negative_BreastCancer_EUR	5	smultixcan_eqtl
region_chr19_18299052_19766662	UKB_23099_Body_fat_percentage	14	smultixcan_eqtl
region_chr19_18299052_19766662	UKB_50_Standing_height	24	smultixcan_eqtl
region_chr19_3019662_4348970	Astle_et_al_2016_Red_blood_cell_count	9	smultixcan_eqtl
region_chr19_33772047_35978393	Astle_et_al_2016_High_light_scatter_reticulocyte_count	4	smultixcan_eqtl
region_chr19_33772047_35978393	Astle_et_al_2016_Red_blood_cell_count	2	smultixcan_eqtl
region_chr19_35978393_37036131	UKB_50_Standing_height	9	smultixcan_eqtl
region_chr19_37036131_39679979	Astle_et_al_2016_Sum_eosinophil_basophil_counts	4	smultixcan_eqtl
region_chr19_37036131_39679979	GIANT_HEIGHT	8	smultixcan_eqtl
region_chr19_37036131_39679979	UKB_50_Standing_height	6	smultixcan_eqtl
region_chr19_39679979_40478694	Astle_et_al_2016_Eosinophil_counts	4	smultixcan_eqtl
region_chr19_43358303_44239955	Astle_et_al_2016_Granulocyte_count	9	smultixcan_eqtl
region_chr19_43358303_44239955	Astle_et_al_2016_Monocyte_count	10	smultixcan_eqtl
region_chr19_43358303_44239955	Astle_et_al_2016_Myeloid_white_cell_count	9	smultixcan_eqtl
region_chr19_43358303_44239955	Astle_et_al_2016_Neutrophil_count	11	smultixcan_eqtl
region_chr19_43358303_44239955	Astle_et_al_2016_Sum_basophil_neutrophil_counts	10	smultixcan_eqtl
region_chr19_43358303_44239955	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	9	smultixcan_eqtl
region_chr19_4348970_5811841	Astle_et_al_2016_Red_blood_cell_count	4	smultixcan_eqtl
region_chr19_4348970_5811841	GIANT_HEIGHT	1	smultixcan_eqtl
region_chr19_44239955_45599439	Astle_et_al_2016_Eosinophil_counts	5	smultixcan_eqtl
region_chr19_44239955_45599439	Astle_et_al_2016_Granulocyte_count	4	smultixcan_eqtl
region_chr19_44239955_45599439	Astle_et_al_2016_High_light_scatter_reticulocyte_count	4	smultixcan_eqtl
region_chr19_44239955_45599439	Astle_et_al_2016_Neutrophil_count	4	smultixcan_eqtl
region_chr19_44239955_45599439	Astle_et_al_2016_Platelet_count	15	smultixcan_eqtl
region_chr19_44239955_45599439	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	4	smultixcan_eqtl
region_chr19_44239955_45599439	Astle_et_al_2016_White_blood_cell_count	4	smultixcan_eqtl
region_chr19_44239955_45599439	IGAP_Alzheimer	31	smultixcan_eqtl
region_chr19_44239955_45599439	UKB_20002_1473_self_reported_high_cholesterol	19	smultixcan_eqtl
region_chr19_44239955_45599439	UKB_21001_Body_mass_index_BMI	2	smultixcan_eqtl
region_chr19_44239955_45599439	UKB_23099_Body_fat_percentage	1	smultixcan_eqtl
region_chr19_45599439_46646825	Astle_et_al_2016_Sum_eosinophil_basophil_counts	6	smultixcan_eqtl
region_chr19_45599439_46646825	UKB_20002_1111_self_reported_asthma	2	smultixcan_eqtl
region_chr19_45599439_46646825	UKB_23099_Body_fat_percentage	2	smultixcan_eqtl
region_chr19_45599439_46646825	UKB_6152_8_diagnosed_by_doctor_Asthma	2	smultixcan_eqtl
region_chr19_46646825_48778970	Astle_et_al_2016_Neutrophil_count	3	smultixcan_eqtl
region_chr19_46646825_48778970	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	3	smultixcan_eqtl
region_chr19_46646825_48778970	UKB_20002_1065_self_reported_hypertension	2	smultixcan_eqtl
region_chr19_46646825_48778970	UKB_20002_1473_self_reported_high_cholesterol	6	smultixcan_eqtl
region_chr19_46646825_48778970	UKB_21001_Body_mass_index_BMI	2	smultixcan_eqtl
region_chr19_48778970_51029311	Astle_et_al_2016_Eosinophil_counts	1	smultixcan_eqtl
region_chr19_48778970_51029311	Astle_et_al_2016_Reticulocyte_count	6	smultixcan_eqtl
region_chr19_48778970_51029311	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	3	smultixcan_eqtl
region_chr19_51029311_52482037	Astle_et_al_2016_White_blood_cell_count	1	smultixcan_eqtl
region_chr19_54099074_55216712	UKB_20022_Birth_weight	1	smultixcan_eqtl
region_chr19_55216712_57009967	UKB_50_Standing_height	4	smultixcan_eqtl
region_chr19_610729_2098397	Astle_et_al_2016_Granulocyte_count	2	smultixcan_eqtl
region_chr19_610729_2098397	Astle_et_al_2016_Monocyte_count	4	smultixcan_eqtl
region_chr19_610729_2098397	Astle_et_al_2016_Myeloid_white_cell_count	2	smultixcan_eqtl
region_chr19_610729_2098397	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	smultixcan_eqtl
region_chr19_610729_2098397	Astle_et_al_2016_White_blood_cell_count	5	smultixcan_eqtl
region_chr19_610729_2098397	IBD.EUR.Crohns_Disease	1	smultixcan_eqtl
region_chr19_610729_2098397	IBD.EUR.Inflammatory_Bowel_Disease	1	smultixcan_eqtl
region_chr19_6684874_8282629	Astle_et_al_2016_Monocyte_count	1	smultixcan_eqtl
region_chr19_6684874_8282629	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	smultixcan_eqtl
region_chr19_6684874_8282629	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	smultixcan_eqtl
region_chr19_6684874_8282629	GIANT_HEIGHT	3	smultixcan_eqtl
region_chr19_6684874_8282629	UKB_50_Standing_height	8	smultixcan_eqtl
region_chr19_8282629_9127717	GIANT_HEIGHT	1	smultixcan_eqtl
region_chr19_8282629_9127717	UKB_50_Standing_height	6	smultixcan_eqtl
region_chr19_9127717_11173352	Astle_et_al_2016_High_light_scatter_reticulocyte_count	27	smultixcan_eqtl
region_chr19_9127717_11173352	Astle_et_al_2016_Lymphocyte_counts	18	smultixcan_eqtl
region_chr19_9127717_11173352	Astle_et_al_2016_Myeloid_white_cell_count	2	smultixcan_eqtl
region_chr19_9127717_11173352	Astle_et_al_2016_Platelet_count	9	smultixcan_eqtl
region_chr19_9127717_11173352	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	smultixcan_eqtl
region_chr19_9127717_11173352	CARDIoGRAM_C4D_CAD_ADDITIVE	2	smultixcan_eqtl
region_chr19_9127717_11173352	GIANT_HEIGHT	8	smultixcan_eqtl
region_chr19_9127717_11173352	RA_OKADA_TRANS_ETHNIC	4	smultixcan_eqtl
region_chr19_9127717_11173352	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	smultixcan_eqtl
region_chr19_9127717_11173352	UKB_20002_1453_self_reported_psoriasis	2	smultixcan_eqtl
region_chr19_9127717_11173352	UKB_20002_1473_self_reported_high_cholesterol	18	smultixcan_eqtl
region_chr19_9127717_11173352	UKB_50_Standing_height	28	smultixcan_eqtl
region_chr1_100360849_101575460	Astle_et_al_2016_Monocyte_count	1	smultixcan_eqtl
region_chr1_102433189_103371589	GIANT_HEIGHT	1	smultixcan_eqtl
region_chr1_102433189_103371589	UKB_50_Standing_height	1	smultixcan_eqtl
region_chr1_10583_1961168	UKB_21001_Body_mass_index_BMI	5	smultixcan_eqtl
region_chr1_107867043_109761309	Astle_et_al_2016_Granulocyte_count	1	smultixcan_eqtl
region_chr1_107867043_109761309	Astle_et_al_2016_Myeloid_white_cell_count	1	smultixcan_eqtl
region_chr1_107867043_109761309	Astle_et_al_2016_Neutrophil_count	1	smultixcan_eqtl
region_chr1_107867043_109761309	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	smultixcan_eqtl
region_chr1_107867043_109761309	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	smultixcan_eqtl
region_chr1_107867043_109761309	Astle_et_al_2016_White_blood_cell_count	2	smultixcan_eqtl
region_chr1_107867043_109761309	CARDIoGRAM_C4D_CAD_ADDITIVE	3	smultixcan_eqtl
region_chr1_107867043_109761309	MAGNETIC_LDL.C	5	smultixcan_eqtl
region_chr1_107867043_109761309	UKB_20002_1473_self_reported_high_cholesterol	14	smultixcan_eqtl
region_chr1_107867043_109761309	UKB_21001_Body_mass_index_BMI	2	smultixcan_eqtl
region_chr1_109761309_111199115	Astle_et_al_2016_Monocyte_count	1	smultixcan_eqtl
region_chr1_109761309_111199115	Astle_et_al_2016_White_blood_cell_count	1	smultixcan_eqtl
region_chr1_111199115_112730684	GIANT_HEIGHT	3	smultixcan_eqtl
region_chr1_111199115_112730684	UKB_50_Standing_height	4	smultixcan_eqtl
region_chr1_112730684_114331223	RA_OKADA_TRANS_ETHNIC	10	smultixcan_eqtl
region_chr1_115337972_118296444	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	smultixcan_eqtl
region_chr1_115337972_118296444	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	1	smultixcan_eqtl
region_chr1_11717784_12719464	Astle_et_al_2016_Eosinophil_counts	3	smultixcan_eqtl
region_chr1_11717784_12719464	UKB_20002_1065_self_reported_hypertension	4	smultixcan_eqtl
region_chr1_118296444_148907004	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	5	smultixcan_eqtl
region_chr1_14565015_16571235	Astle_et_al_2016_Red_blood_cell_count	1	smultixcan_eqtl
region_chr1_14565015_16571235	UKB_1180_Morning_or_evening_person_chronotype	3	smultixcan_eqtl
region_chr1_151566405_153208353	EAGLE_Eczema	13	smultixcan_eqtl
region_chr1_151566405_153208353	UKB_20002_1111_self_reported_asthma	5	smultixcan_eqtl
region_chr1_151566405_153208353	UKB_20002_1452_self_reported_eczema_or_dermatitis	19	smultixcan_eqtl
region_chr1_153208353_154797927	CARDIoGRAM_C4D_CAD_ADDITIVE	2	smultixcan_eqtl
region_chr1_154797927_156366342	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	smultixcan_eqtl
region_chr1_154797927_156366342	Astle_et_al_2016_Reticulocyte_count	2	smultixcan_eqtl
region_chr1_154797927_156366342	EGG_BW3_EUR	5	smultixcan_eqtl
region_chr1_154797927_156366342	UKB_20022_Birth_weight	8	smultixcan_eqtl
region_chr1_154797927_156366342	UKB_21001_Body_mass_index_BMI	10	smultixcan_eqtl
region_chr1_158057622_159943258	Astle_et_al_2016_High_light_scatter_reticulocyte_count	6	smultixcan_eqtl
region_chr1_158057622_159943258	Astle_et_al_2016_Reticulocyte_count	9	smultixcan_eqtl
region_chr1_158057622_159943258	Astle_et_al_2016_White_blood_cell_count	2	smultixcan_eqtl
region_chr1_159943258_162376931	Astle_et_al_2016_Lymphocyte_counts	1	smultixcan_eqtl
region_chr1_159943258_162376931	Astle_et_al_2016_Neutrophil_count	3	smultixcan_eqtl
region_chr1_159943258_162376931	Astle_et_al_2016_Sum_basophil_neutrophil_counts	3	smultixcan_eqtl
region_chr1_159943258_162376931	Astle_et_al_2016_White_blood_cell_count	5	smultixcan_eqtl
region_chr1_159943258_162376931	EGG_BW3_EUR	3	smultixcan_eqtl
region_chr1_159943258_162376931	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	5	smultixcan_eqtl
region_chr1_16571235_18336405	GIANT_HEIGHT	8	smultixcan_eqtl
region_chr1_166491280_169117086	UKB_20002_1111_self_reported_asthma	1	smultixcan_eqtl
region_chr1_166491280_169117086	UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	3	smultixcan_eqtl
region_chr1_169117086_170588635	UKB_6152_7_diagnosed_by_doctor_Blood_clot_in_the_lung	1	smultixcan_eqtl
region_chr1_170588635_173128768	GIANT_HEIGHT	7	smultixcan_eqtl
region_chr1_170588635_173128768	UKB_20127_Neuroticism_score	1	smultixcan_eqtl
region_chr1_170588635_173128768	UKB_2395_2_Hair_or_balding_pattern_Pattern_2	2	smultixcan_eqtl
region_chr1_170588635_173128768	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	3	smultixcan_eqtl
region_chr1_170588635_173128768	UKB_50_Standing_height	14	smultixcan_eqtl
region_chr1_175120632_177464245	UKB_50_Standing_height	4	smultixcan_eqtl
region_chr1_177464245_178975174	UKB_21001_Body_mass_index_BMI	3	smultixcan_eqtl
region_chr1_177464245_178975174	UKB_23099_Body_fat_percentage	2	smultixcan_eqtl
region_chr1_178985335_181174985	UKB_50_Standing_height	1	smultixcan_eqtl
region_chr1_181174985_182786221	UKB_1180_Morning_or_evening_person_chronotype	1	smultixcan_eqtl
region_chr1_182786221_184626379	GIANT_HEIGHT	9	smultixcan_eqtl
region_chr1_182786221_184626379	UKB_50_Standing_height	11	smultixcan_eqtl
region_chr1_18336405_20142656	IBD.EUR.Ulcerative_Colitis	4	smultixcan_eqtl
region_chr1_18336405_20142656	UKB_1180_Morning_or_evening_person_chronotype	2	smultixcan_eqtl
region_chr1_18336405_20142656	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	3	smultixcan_eqtl
region_chr1_18336405_20142656	UKB_50_Standing_height	5	smultixcan_eqtl
region_chr1_184626379_186840891	UKB_23099_Body_fat_percentage	1	smultixcan_eqtl
region_chr1_1961168_3666172	Astle_et_al_2016_Platelet_count	1	smultixcan_eqtl
region_chr1_1961168_3666172	UKB_20002_1265_self_reported_migraine	1	smultixcan_eqtl
region_chr1_197342384_199270756	Astle_et_al_2016_Eosinophil_counts	2	smultixcan_eqtl
region_chr1_200168521_201620847	IBD.EUR.Ulcerative_Colitis	3	smultixcan_eqtl
region_chr1_20142656_21410095	GIANT_HEIGHT	2	smultixcan_eqtl
region_chr1_201620847_203365606	UKB_1200_Sleeplessness_or_insomnia	2	smultixcan_eqtl
region_chr1_201620847_203365606	UKB_21001_Body_mass_index_BMI	5	smultixcan_eqtl
region_chr1_201620847_203365606	UKB_23099_Body_fat_percentage	4	smultixcan_eqtl
region_chr1_201620847_203365606	UKB_6152_8_diagnosed_by_doctor_Asthma	1	smultixcan_eqtl
region_chr1_203365606_204711940	UKB_23099_Body_fat_percentage	1	smultixcan_eqtl
region_chr1_204711940_206268085	Astle_et_al_2016_Monocyte_count	3	smultixcan_eqtl
region_chr1_204711940_206268085	Astle_et_al_2016_Platelet_count	10	smultixcan_eqtl
region_chr1_204711940_206268085	Astle_et_al_2016_Red_blood_cell_count	3	smultixcan_eqtl
region_chr1_204711940_206268085	Astle_et_al_2016_Reticulocyte_count	5	smultixcan_eqtl
region_chr1_204711940_206268085	UKB_50_Standing_height	7	smultixcan_eqtl
region_chr1_206268085_208237019	Astle_et_al_2016_Myeloid_white_cell_count	1	smultixcan_eqtl
region_chr1_206268085_208237019	Astle_et_al_2016_White_blood_cell_count	1	smultixcan_eqtl
region_chr1_208237019_210614406	Astle_et_al_2016_Red_blood_cell_count	1	smultixcan_eqtl
region_chr1_210614406_212668988	GIANT_HEIGHT	1	smultixcan_eqtl
region_chr1_21410095_22760390	UKB_50_Standing_height	8	smultixcan_eqtl
region_chr1_216070292_218532171	UKB_50_Standing_height	2	smultixcan_eqtl
region_chr1_218532171_219417229	UKB_50_Standing_height	3	smultixcan_eqtl
region_chr1_219417229_221684889	Astle_et_al_2016_High_light_scatter_reticulocyte_count	3	smultixcan_eqtl
region_chr1_222056878_224750818	Astle_et_al_2016_White_blood_cell_count	3	smultixcan_eqtl
region_chr1_222056878_224750818	CARDIoGRAM_C4D_CAD_ADDITIVE	2	smultixcan_eqtl
region_chr1_222056878_224750818	UKB_50_Standing_height	2	smultixcan_eqtl
region_chr1_224750818_226623159	Astle_et_al_2016_Monocyte_count	1	smultixcan_eqtl
region_chr1_226623159_229020501	Astle_et_al_2016_Granulocyte_count	3	smultixcan_eqtl
region_chr1_226623159_229020501	Astle_et_al_2016_Sum_basophil_neutrophil_counts	3	smultixcan_eqtl
region_chr1_226623159_229020501	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	3	smultixcan_eqtl
region_chr1_226623159_229020501	GIANT_HEIGHT	11	smultixcan_eqtl
region_chr1_226623159_229020501	UKB_50_Standing_height	18	smultixcan_eqtl
region_chr1_22760390_23594100	Astle_et_al_2016_Eosinophil_counts	1	smultixcan_eqtl
region_chr1_22760390_23594100	UKB_50_Standing_height	3	smultixcan_eqtl
region_chr1_230549509_231954506	Astle_et_al_2016_Red_blood_cell_count	2	smultixcan_eqtl
region_chr1_234463688_235656136	UKB_20002_1473_self_reported_high_cholesterol	2	smultixcan_eqtl
region_chr1_235656136_237392328	Astle_et_al_2016_Myeloid_white_cell_count	1	smultixcan_eqtl
region_chr1_235656136_237392328	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	smultixcan_eqtl
region_chr1_23594100_25190354	Astle_et_al_2016_Eosinophil_counts	2	smultixcan_eqtl
region_chr1_23594100_25190354	Astle_et_al_2016_High_light_scatter_reticulocyte_count	6	smultixcan_eqtl
region_chr1_23594100_25190354	Astle_et_al_2016_Reticulocyte_count	5	smultixcan_eqtl
region_chr1_23594100_25190354	GIANT_HEIGHT	2	smultixcan_eqtl
region_chr1_23594100_25190354	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	8	smultixcan_eqtl
region_chr1_241908300_243946197	pgc.scz2	1	smultixcan_eqtl
region_chr1_247181216_248945267	Astle_et_al_2016_Neutrophil_count	2	smultixcan_eqtl
region_chr1_247181216_248945267	Astle_et_al_2016_Sum_basophil_neutrophil_counts	2	smultixcan_eqtl
region_chr1_247181216_248945267	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	smultixcan_eqtl
region_chr1_247181216_248945267	Astle_et_al_2016_White_blood_cell_count	3	smultixcan_eqtl
region_chr1_25190354_27075376	Astle_et_al_2016_Reticulocyte_count	3	smultixcan_eqtl
