phenotype	gene	gene_name	pvalue	rcp
Astle_et_al_2016_Platelet_count	ENSG00000205710.3	C17orf107	1.09906296893883e-07	0.849
Astle_et_al_2016_Platelet_count	ENSG00000106635.7	BCL7B	1.34968117192791e-07	0.588
Astle_et_al_2016_Platelet_count	ENSG00000232098.3	CTD-2619J13.14	1.58049660868764e-07	0.612
Astle_et_al_2016_Platelet_count	ENSG00000100276.9	RASL10A	1.70532059778602e-07	0.815
Astle_et_al_2016_Platelet_count	ENSG00000129991.12	TNNI3	1.92883158008401e-07	0.923
Astle_et_al_2016_Platelet_count	ENSG00000143850.13	PLEKHA6	1.93393004801841e-07	0.793
Astle_et_al_2016_Platelet_count	ENSG00000118137.9	APOA1	2.10638087367474e-07	0.977
Astle_et_al_2016_Platelet_count	ENSG00000198901.13	PRC1	2.39512433531636e-07	0.744
Astle_et_al_2016_Platelet_count	ENSG00000131351.14	HAUS8	2.91917866004561e-07	0.601
Astle_et_al_2016_Platelet_count	ENSG00000009950.15	MLXIPL	3.23217768805736e-07	0.929
Astle_et_al_2016_Platelet_count	ENSG00000168906.12	MAT2A	3.26131895242664e-07	0.654
Astle_et_al_2016_Platelet_count	ENSG00000264451.1	RP11-433M22.2	3.62477460969005e-07	0.764
Astle_et_al_2016_Platelet_count	ENSG00000151748.14	SAV1	3.83300955366523e-07	0.856
Astle_et_al_2016_Platelet_count	ENSG00000157978.11	LDLRAP1	3.85308151202203e-07	0.529
Astle_et_al_2016_Platelet_count	ENSG00000159479.16	MED8	5.6322940539495e-07	0.795
Astle_et_al_2016_Platelet_count	ENSG00000152242.10	C18orf25	5.68201138112125e-07	0.775
Astle_et_al_2016_Platelet_count	ENSG00000083807.9	SLC27A5	6.18130526411523e-07	0.718
Astle_et_al_2016_Platelet_count	ENSG00000109758.8	HGFAC	6.37043675905841e-07	0.579
Astle_et_al_2016_Platelet_count	ENSG00000165025.14	SYK	6.62747092004612e-07	0.747
Astle_et_al_2016_Platelet_count	ENSG00000221968.8	FADS3	6.77004713885484e-07	0.793
Astle_et_al_2016_Platelet_count	ENSG00000122008.15	POLK	7.4171156093026e-07	0.609
Astle_et_al_2016_Platelet_count	ENSG00000258366.7	RTEL1	7.63138443090433e-07	0.637
Astle_et_al_2016_Platelet_count	ENSG00000105538.9	RASIP1	7.75631563620716e-07	0.71
Astle_et_al_2016_Platelet_count	ENSG00000267302.5	RP11-178C3.2	7.97487020932499e-07	0.838
Astle_et_al_2016_Platelet_count	ENSG00000167895.14	TMC8	8.6720402688486e-07	0.908
Astle_et_al_2016_Platelet_count	ENSG00000149218.4	ENDOD1	9.09576352593341e-07	0.975
Astle_et_al_2016_Platelet_count	ENSG00000145332.13	KLHL8	1.01092913662667e-06	0.599
Astle_et_al_2016_Platelet_count	ENSG00000089327.14	FXYD5	1.04470421714719e-06	0.938
Astle_et_al_2016_Platelet_count	ENSG00000138735.15	PDE5A	1.11277935592961e-06	0.509
Astle_et_al_2016_Platelet_count	ENSG00000197457.9	STMN3	1.13211085243933e-06	0.752
Astle_et_al_2016_Platelet_count	ENSG00000072694.20	FCGR2B	1.2511590348038e-06	0.58
Astle_et_al_2016_Platelet_count	ENSG00000162585.16	FAAP20	1.3708605769094e-06	0.627
Astle_et_al_2016_Platelet_count	ENSG00000049245.12	VAMP3	1.37150643583209e-06	0.808
Astle_et_al_2016_Platelet_count	ENSG00000137877.9	SPTBN5	1.37543323876404e-06	0.675
Astle_et_al_2016_Platelet_count	ENSG00000124766.6	SOX4	1.73615688082914e-06	0.765
Astle_et_al_2016_Platelet_count	ENSG00000113161.15	HMGCR	1.84347426886072e-06	0.785
Astle_et_al_2016_Platelet_count	ENSG00000261390.5	MAFTRR	1.93736647994871e-06	0.52
Astle_et_al_2016_Platelet_count	ENSG00000140022.9	STON2	2.02885759163835e-06	0.883
Astle_et_al_2016_Platelet_count	ENSG00000140368.12	PSTPIP1	2.19197223179964e-06	0.542
Astle_et_al_2016_Red_blood_cell_count	ENSG00000112339.14	HBS1L	1.3213139745452e-305	0.674
Astle_et_al_2016_Red_blood_cell_count	ENSG00000172354.9	GNB2	1.57629840595772e-87	0.614
Astle_et_al_2016_Red_blood_cell_count	ENSG00000146830.9	GIGYF1	8.71344795030786e-82	0.631
Astle_et_al_2016_Red_blood_cell_count	ENSG00000130427.2	EPO	4.89728952110691e-66	0.696
Astle_et_al_2016_Red_blood_cell_count	ENSG00000172965.14	MIR4435-2HG	6.50681676670896e-64	0.613
Astle_et_al_2016_Red_blood_cell_count	ENSG00000224959.1	AC017002.2	9.52723283473105e-57	0.996
Astle_et_al_2016_Red_blood_cell_count	ENSG00000271590.1	RP11-181E10.3	4.3446014328158e-52	0.998
Astle_et_al_2016_Red_blood_cell_count	ENSG00000025708.13	TYMP	1.49577855091694e-46	0.997
Astle_et_al_2016_Red_blood_cell_count	ENSG00000130489.14	SCO2	1.78299776008868e-46	0.724
Astle_et_al_2016_Red_blood_cell_count	ENSG00000177989.13	ODF3B	1.8823215845562e-46	0.997
Astle_et_al_2016_Red_blood_cell_count	ENSG00000230499.1	AC108463.1	3.99459646926412e-44	0.836
Astle_et_al_2016_Red_blood_cell_count	ENSG00000105607.12	GCDH	1.14023633091641e-43	0.966
Astle_et_al_2016_Red_blood_cell_count	ENSG00000105610.4	KLF1	2.07763261693143e-41	0.834
Astle_et_al_2016_Red_blood_cell_count	ENSG00000105612.8	DNASE2	1.29560771596056e-39	0.914
Astle_et_al_2016_Red_blood_cell_count	ENSG00000187783.11	TMEM72	1.30951184457909e-36	0.987
Astle_et_al_2016_Red_blood_cell_count	ENSG00000179218.13	CALR	2.10709294179527e-36	0.712
Astle_et_al_2016_Red_blood_cell_count	ENSG00000179115.10	FARSA	9.43663818157203e-34	0.669
Astle_et_al_2016_Red_blood_cell_count	ENSG00000103335.21	PIEZO1	8.19305484883784e-32	0.931
Astle_et_al_2016_Red_blood_cell_count	ENSG00000072274.12	TFRC	1.17059658796845e-30	0.76
Astle_et_al_2016_Red_blood_cell_count	ENSG00000095066.11	HOOK2	1.63082801714967e-26	0.737
Astle_et_al_2016_Red_blood_cell_count	ENSG00000149922.10	TBX6	2.3528342205202e-26	1
Astle_et_al_2016_Red_blood_cell_count	ENSG00000178951.8	ZBTB7A	8.70507173100032e-26	0.856
Astle_et_al_2016_Red_blood_cell_count	ENSG00000149923.13	PPP4C	2.88578906396825e-25	0.988
Astle_et_al_2016_Red_blood_cell_count	ENSG00000100258.17	LMF2	2.34817643169589e-23	0.556
Astle_et_al_2016_Red_blood_cell_count	ENSG00000112715.21	VEGFA	2.37106712458734e-23	0.892
Astle_et_al_2016_Red_blood_cell_count	ENSG00000135766.8	EGLN1	3.82171248690028e-23	0.979
Astle_et_al_2016_Red_blood_cell_count	ENSG00000175054.14	ATR	2.5699945543957e-22	0.545
Astle_et_al_2016_Red_blood_cell_count	ENSG00000102886.14	GDPD3	4.71787913508421e-22	0.994
Astle_et_al_2016_Red_blood_cell_count	ENSG00000122971.8	ACADS	5.55376069900799e-22	0.967
Astle_et_al_2016_Red_blood_cell_count	ENSG00000102882.11	MAPK3	8.03782115754079e-22	0.983
Astle_et_al_2016_Red_blood_cell_count	ENSG00000269858.5	EGLN2	1.86741118900836e-21	0.548
Astle_et_al_2016_Red_blood_cell_count	ENSG00000175970.10	UNC119B	3.14230844186449e-21	0.675
Astle_et_al_2016_Red_blood_cell_count	ENSG00000231852.6	CYP21A2	2.3590129247904e-20	0.737
Astle_et_al_2016_Red_blood_cell_count	ENSG00000149485.18	FADS1	7.19658349977716e-20	0.806
Astle_et_al_2016_Red_blood_cell_count	ENSG00000128274.15	A4GALT	3.63639100652722e-19	0.982
Astle_et_al_2016_Red_blood_cell_count	ENSG00000177311.11	ZBTB38	1.78564306476598e-18	0.618
Astle_et_al_2016_Red_blood_cell_count	ENSG00000127831.10	VIL1	1.02463546846331e-17	0.694
Astle_et_al_2016_Red_blood_cell_count	ENSG00000168496.3	FEN1	1.15334727920086e-17	0.604
Astle_et_al_2016_Red_blood_cell_count	ENSG00000134824.13	FADS2	1.5180843791556e-17	0.748
Astle_et_al_2016_Red_blood_cell_count	ENSG00000275228.1	RP11-370I10.10	1.58021824935561e-17	0.983
Astle_et_al_2016_Red_blood_cell_count	ENSG00000187166.1	H1FNT	1.78350184507438e-17	0.986
Astle_et_al_2016_Red_blood_cell_count	ENSG00000134825.15	TMEM258	2.21233339315957e-17	0.688
Astle_et_al_2016_Red_blood_cell_count	ENSG00000205560.12	CPT1B	3.50703890256949e-17	0.791
Astle_et_al_2016_Red_blood_cell_count	ENSG00000283031.1	RP11-557N21.1	6.29447764645085e-17	0.509
Astle_et_al_2016_Red_blood_cell_count	ENSG00000273765.1	RP11-370I10.11	1.50668728968432e-16	0.977
Astle_et_al_2016_Red_blood_cell_count	ENSG00000167528.12	ZNF641	1.67868992118061e-16	0.987
Astle_et_al_2016_Red_blood_cell_count	ENSG00000188064.9	WNT7B	1.88672370472848e-16	0.853
Astle_et_al_2016_Red_blood_cell_count	ENSG00000277423.1	RP11-173P15.9	9.95835700489694e-16	0.641
Astle_et_al_2016_Red_blood_cell_count	ENSG00000141524.15	TMC6	1.16237709152145e-15	0.984
Astle_et_al_2016_Red_blood_cell_count	ENSG00000180573.9	HIST1H2AC	1.64617753281717e-15	0.667
Astle_et_al_2016_Red_blood_cell_count	ENSG00000232629.8	HLA-DQB2	1.90931813643389e-15	0.599
Astle_et_al_2016_Red_blood_cell_count	ENSG00000167895.14	TMC8	5.46016020916931e-15	0.978
Astle_et_al_2016_Red_blood_cell_count	ENSG00000074696.12	HACD3	6.14280552710619e-15	0.811
Astle_et_al_2016_Red_blood_cell_count	ENSG00000149926.13	FAM57B	3.51156578814836e-14	0.857
Astle_et_al_2016_Red_blood_cell_count	ENSG00000164362.18	TERT	4.09579462020237e-14	0.6
Astle_et_al_2016_Red_blood_cell_count	ENSG00000100225.17	FBXO7	5.95287656056202e-14	0.772
Astle_et_al_2016_Red_blood_cell_count	ENSG00000102904.14	TSNAXIP1	7.44168684739388e-14	0.524
Astle_et_al_2016_Red_blood_cell_count	ENSG00000170340.10	B3GNT2	1.01980815875686e-13	0.933
Astle_et_al_2016_Red_blood_cell_count	ENSG00000104885.17	DOT1L	1.1279589723863e-13	0.935
Astle_et_al_2016_Red_blood_cell_count	ENSG00000122515.14	ZMIZ2	1.469891228785e-13	0.753
Astle_et_al_2016_Red_blood_cell_count	ENSG00000159792.9	PSKH1	1.47590564584611e-13	0.602
Astle_et_al_2016_Red_blood_cell_count	ENSG00000141098.12	GFOD2	2.9150163467104e-13	0.541
Astle_et_al_2016_Red_blood_cell_count	ENSG00000136111.12	TBC1D4	3.75662478126688e-13	0.75
Astle_et_al_2016_Red_blood_cell_count	ENSG00000185666.14	SYN3	5.51201010848112e-13	0.671
Astle_et_al_2016_Red_blood_cell_count	ENSG00000141086.17	CTRL	7.57754409271824e-13	0.723
Astle_et_al_2016_Red_blood_cell_count	ENSG00000065000.15	AP3D1	9.46741983296888e-13	0.796
Astle_et_al_2016_Red_blood_cell_count	ENSG00000213398.7	LCAT	1.19088665528951e-12	0.66
Astle_et_al_2016_Red_blood_cell_count	ENSG00000124067.16	SLC12A4	1.44198513603896e-12	0.676
Astle_et_al_2016_Red_blood_cell_count	ENSG00000205220.11	PSMB10	1.67474678637352e-12	0.523
Astle_et_al_2016_Red_blood_cell_count	ENSG00000135218.17	CD36	3.68069824981411e-12	0.848
Astle_et_al_2016_Red_blood_cell_count	ENSG00000166444.18	ST5	3.78255367404397e-12	0.566
Astle_et_al_2016_Red_blood_cell_count	ENSG00000140403.12	DNAJA4	4.47920611320362e-12	0.826
Astle_et_al_2016_Red_blood_cell_count	ENSG00000146374.13	RSPO3	4.95603225044188e-12	0.51
Astle_et_al_2016_Red_blood_cell_count	ENSG00000229274.1	XXbac-BPG13B8.10	5.85753661864026e-12	0.644
Astle_et_al_2016_Red_blood_cell_count	ENSG00000185499.16	MUC1	1.04081653693941e-11	0.981
Astle_et_al_2016_Red_blood_cell_count	ENSG00000081189.15	MEF2C	1.05593794820967e-11	0.516
Astle_et_al_2016_Red_blood_cell_count	ENSG00000167536.13	DHRS13	1.40256380468337e-11	0.632
Astle_et_al_2016_Red_blood_cell_count	ENSG00000177627.9	C12orf54	1.72195765837357e-11	0.716
Astle_et_al_2016_Red_blood_cell_count	ENSG00000198743.6	SLC5A3	1.73070081776264e-11	0.906
Astle_et_al_2016_Red_blood_cell_count	ENSG00000214546.3	AC087491.2	1.79245870496495e-11	0.57
Astle_et_al_2016_Red_blood_cell_count	ENSG00000126464.13	PRR12	1.88805344123066e-11	0.798
Astle_et_al_2016_Red_blood_cell_count	ENSG00000204657.3	OR2H2	2.20313527650737e-11	0.596
Astle_et_al_2016_Red_blood_cell_count	ENSG00000142546.13	NOSIP	2.69028788197962e-11	0.739
Astle_et_al_2016_Red_blood_cell_count	ENSG00000103742.11	IGDCC4	3.21222829522139e-11	0.848
Astle_et_al_2016_Red_blood_cell_count	ENSG00000169231.13	THBS3	3.9006785340226e-11	0.996
Astle_et_al_2016_Red_blood_cell_count	ENSG00000130764.9	LRRC47	4.66503710527222e-11	0.958
Astle_et_al_2016_Red_blood_cell_count	ENSG00000180422.3	LINC00304	4.77193022481534e-11	0.595
Astle_et_al_2016_Red_blood_cell_count	ENSG00000158815.10	FGF17	5.81150303775748e-11	0.836
Astle_et_al_2016_Red_blood_cell_count	ENSG00000104870.12	FCGRT	5.86597740669179e-11	0.703
Astle_et_al_2016_Red_blood_cell_count	ENSG00000126460.10	PRRG2	6.22153369671962e-11	0.747
Astle_et_al_2016_Red_blood_cell_count	ENSG00000176845.12	METRNL	9.47111648483039e-11	0.874
Astle_et_al_2016_Red_blood_cell_count	ENSG00000100994.11	PYGB	1.02304411157994e-10	0.797
Astle_et_al_2016_Red_blood_cell_count	ENSG00000235169.7	SMIM1	1.1253073924253e-10	0.978
Astle_et_al_2016_Red_blood_cell_count	ENSG00000174485.15	DENND4A	1.51140571486818e-10	0.683
Astle_et_al_2016_Red_blood_cell_count	ENSG00000104738.16	MCM4	1.55905381873318e-10	0.818
Astle_et_al_2016_Red_blood_cell_count	ENSG00000173511.9	VEGFB	2.46886331475111e-10	0.791
Astle_et_al_2016_Red_blood_cell_count	ENSG00000172613.7	RAD9A	2.77986080493483e-10	0.972
Astle_et_al_2016_Red_blood_cell_count	ENSG00000173171.14	MTX1	2.78684471752844e-10	0.925
Astle_et_al_2016_Red_blood_cell_count	ENSG00000176209.11	SMIM19	2.90993787215018e-10	0.527
Astle_et_al_2016_Red_blood_cell_count	ENSG00000196296.13	ATP2A1	3.03188252349364e-10	0.509
Astle_et_al_2016_Red_blood_cell_count	ENSG00000103152.11	MPG	5.1470834060542e-10	0.523
Astle_et_al_2016_Red_blood_cell_count	ENSG00000178921.13	PFAS	6.99879184707363e-10	0.897
Astle_et_al_2016_Red_blood_cell_count	ENSG00000178188.14	SH2B1	8.72717736205143e-10	0.503
Astle_et_al_2016_Red_blood_cell_count	ENSG00000117222.13	RBBP5	9.91738611184501e-10	0.528
Astle_et_al_2016_Red_blood_cell_count	ENSG00000243927.5	MRPS6	1.03616048580727e-09	0.544
Astle_et_al_2016_Red_blood_cell_count	ENSG00000133059.16	DSTYK	1.03638518069085e-09	0.686
Astle_et_al_2016_Red_blood_cell_count	ENSG00000137309.19	HMGA1	1.1746994007055e-09	0.516
Astle_et_al_2016_Red_blood_cell_count	ENSG00000174529.7	TMEM81	1.17881561615139e-09	0.777
Astle_et_al_2016_Red_blood_cell_count	ENSG00000169592.14	INO80E	1.74146966471623e-09	0.683
Astle_et_al_2016_Red_blood_cell_count	ENSG00000273102.1	AP000569.9	1.85226482045558e-09	0.925
Astle_et_al_2016_Red_blood_cell_count	ENSG00000185591.9	SP1	2.06493079708147e-09	0.687
Astle_et_al_2016_Red_blood_cell_count	ENSG00000178977.3	LINC00324	2.79843726208491e-09	0.945
Astle_et_al_2016_Red_blood_cell_count	ENSG00000159261.10	CLDN14	3.01948672941403e-09	0.827
Astle_et_al_2016_Red_blood_cell_count	ENSG00000147454.13	SLC25A37	3.1159947031911e-09	0.559
Astle_et_al_2016_Red_blood_cell_count	ENSG00000125618.16	PAX8	3.69172651743644e-09	0.786
Astle_et_al_2016_Red_blood_cell_count	ENSG00000138675.16	FGF5	4.31435274019684e-09	0.918
Astle_et_al_2016_Red_blood_cell_count	ENSG00000136938.8	ANP32B	5.27587351873987e-09	0.85
Astle_et_al_2016_Red_blood_cell_count	ENSG00000118564.14	FBXL5	6.74030678603306e-09	0.66
Astle_et_al_2016_Red_blood_cell_count	ENSG00000145386.9	CCNA2	1.46842222012699e-08	0.56
Astle_et_al_2016_Red_blood_cell_count	ENSG00000135363.11	LMO2	1.53614024185346e-08	0.913
Astle_et_al_2016_Red_blood_cell_count	ENSG00000184357.4	HIST1H1B	1.74843587154858e-08	0.536
Astle_et_al_2016_Red_blood_cell_count	ENSG00000169220.17	RGS14	1.77723142392883e-08	0.553
Astle_et_al_2016_Red_blood_cell_count	ENSG00000169223.14	LMAN2	2.01523876082271e-08	0.722
Astle_et_al_2016_Red_blood_cell_count	ENSG00000105699.16	LSR	2.04204201608122e-08	0.885
Astle_et_al_2016_Red_blood_cell_count	ENSG00000240996.1	RP11-80H5.7	2.30419113319779e-08	0.611
Astle_et_al_2016_Red_blood_cell_count	ENSG00000123737.12	EXOSC9	3.10552972511867e-08	0.566
Astle_et_al_2016_Red_blood_cell_count	ENSG00000105698.15	USF2	3.88588979369973e-08	0.802
Astle_et_al_2016_Red_blood_cell_count	ENSG00000261701.6	HPR	5.06710947151827e-08	0.528
Astle_et_al_2016_Red_blood_cell_count	ENSG00000137817.16	PARP6	5.33920985644764e-08	0.621
Astle_et_al_2016_Red_blood_cell_count	ENSG00000283632.2	EXOC3L2	5.80908139107686e-08	0.82
Astle_et_al_2016_Red_blood_cell_count	ENSG00000105697.7	HAMP	8.0247479546743e-08	0.827
Astle_et_al_2016_Red_blood_cell_count	ENSG00000257365.7	FNTB	9.09388005029114e-08	0.811
Astle_et_al_2016_Red_blood_cell_count	ENSG00000150907.7	FOXO1	9.67556208903369e-08	0.868
Astle_et_al_2016_Red_blood_cell_count	ENSG00000134352.19	IL6ST	1.00192769878039e-07	0.96
Astle_et_al_2016_Red_blood_cell_count	ENSG00000138686.9	BBS7	1.12866202534249e-07	0.592
Astle_et_al_2016_Red_blood_cell_count	ENSG00000274414.1	RP5-965G21.4	1.29810494656371e-07	0.596
Astle_et_al_2016_Red_blood_cell_count	ENSG00000241837.6	ATP5O	1.30379338033144e-07	0.646
Astle_et_al_2016_Red_blood_cell_count	ENSG00000110011.13	DNAJC4	1.56752254940869e-07	0.651
Astle_et_al_2016_Red_blood_cell_count	ENSG00000163939.18	PBRM1	1.64416276580894e-07	0.553
Astle_et_al_2016_Red_blood_cell_count	ENSG00000106991.13	ENG	1.6806091634473e-07	0.736
Astle_et_al_2016_Red_blood_cell_count	ENSG00000138449.10	SLC40A1	1.97178400905435e-07	0.54
Astle_et_al_2016_Red_blood_cell_count	ENSG00000183087.14	GAS6	2.09553346043174e-07	0.986
Astle_et_al_2016_Red_blood_cell_count	ENSG00000184908.17	CLCNKB	2.29363794690231e-07	0.858
Astle_et_al_2016_Red_blood_cell_count	ENSG00000182173.12	TSEN54	2.38416175714359e-07	0.639
Astle_et_al_2016_Red_blood_cell_count	ENSG00000130227.16	XPO7	2.43981066833262e-07	0.802
Astle_et_al_2016_Red_blood_cell_count	ENSG00000041515.15	MYO16	2.76422669483405e-07	0.948
Astle_et_al_2016_Red_blood_cell_count	ENSG00000103740.9	ACSBG1	2.96607821770075e-07	0.53
Astle_et_al_2016_Red_blood_cell_count	ENSG00000152782.16	PANK1	3.6158660431893e-07	0.526
Astle_et_al_2016_Red_blood_cell_count	ENSG00000205726.14	ITSN1	3.78082412482206e-07	0.756
Astle_et_al_2016_Red_blood_cell_count	ENSG00000239332.5	LINC01119	4.12113843461825e-07	0.997
Astle_et_al_2016_Red_blood_cell_count	ENSG00000072694.20	FCGR2B	4.30417172845961e-07	0.824
Astle_et_al_2016_Red_blood_cell_count	ENSG00000233822.4	HIST1H2BN	4.90358704783109e-07	0.507
Astle_et_al_2016_Red_blood_cell_count	ENSG00000173992.8	CCS	4.94535274565992e-07	0.61
Astle_et_al_2016_Red_blood_cell_count	ENSG00000130520.10	LSM4	5.14054118501308e-07	0.9
Astle_et_al_2016_Red_blood_cell_count	ENSG00000132963.7	POMP	6.69359878889723e-07	0.724
Astle_et_al_2016_Red_blood_cell_count	ENSG00000167676.4	PLIN4	6.85740510992726e-07	0.773
Astle_et_al_2016_Red_blood_cell_count	ENSG00000092621.11	PHGDH	6.94510148385254e-07	0.644
Astle_et_al_2016_Red_blood_cell_count	ENSG00000110696.9	C11orf58	7.9674936226271e-07	0.628
Astle_et_al_2016_Red_blood_cell_count	ENSG00000128713.13	HOXD11	8.46783548569045e-07	0.986
Astle_et_al_2016_Red_blood_cell_count	ENSG00000173120.14	KDM2A	8.83402890678372e-07	0.924
Astle_et_al_2016_Red_blood_cell_count	ENSG00000213347.10	MXD3	8.87801526956987e-07	0.682
Astle_et_al_2016_Red_blood_cell_count	ENSG00000162545.5	CAMK2N1	9.09145875546569e-07	0.815
Astle_et_al_2016_Red_blood_cell_count	ENSG00000163938.16	GNL3	9.1884789560395e-07	0.649
Astle_et_al_2016_Red_blood_cell_count	ENSG00000163462.17	TRIM46	1.10999165422212e-06	0.972
Astle_et_al_2016_Red_blood_cell_count	ENSG00000084734.8	GCKR	1.14894072496335e-06	0.834
Astle_et_al_2016_Red_blood_cell_count	ENSG00000137825.10	ITPKA	1.26846131979853e-06	0.776
Astle_et_al_2016_Red_blood_cell_count	ENSG00000125755.18	SYMPK	1.30824811040281e-06	0.578
Astle_et_al_2016_Red_blood_cell_count	ENSG00000178971.13	CTC1	1.4612489573363e-06	0.899
Astle_et_al_2016_Red_blood_cell_count	ENSG00000198844.10	ARHGEF15	1.46533085179974e-06	0.535
Astle_et_al_2016_Red_blood_cell_count	ENSG00000166170.9	BAG5	1.61466865762401e-06	0.771
Astle_et_al_2016_Red_blood_cell_count	ENSG00000274370.1	AC144831.3	1.6199939337336e-06	0.613
Astle_et_al_2016_Red_blood_cell_count	ENSG00000182831.11	C16orf72	1.68338491786696e-06	0.747
Astle_et_al_2016_Red_blood_cell_count	ENSG00000171150.7	SOCS5	1.79712486159517e-06	0.995
Astle_et_al_2016_Reticulocyte_count	ENSG00000088826.17	SMOX	0	0.886
Astle_et_al_2016_Reticulocyte_count	ENSG00000108733.9	PEX12	1.55267778252746e-156	0.597
Astle_et_al_2016_Reticulocyte_count	ENSG00000099256.18	PRTFDC1	9.33746419440047e-147	0.839
Astle_et_al_2016_Reticulocyte_count	ENSG00000214706.10	IFRD2	3.61420858456299e-135	0.999
Astle_et_al_2016_Reticulocyte_count	ENSG00000152684.10	PELO	1.65727167780189e-99	0.985
Astle_et_al_2016_Reticulocyte_count	ENSG00000213949.8	ITGA1	4.56541878114267e-90	0.964
Astle_et_al_2016_Reticulocyte_count	ENSG00000186792.16	HYAL3	9.82366062437448e-73	0.993
Astle_et_al_2016_Reticulocyte_count	ENSG00000029534.19	ANK1	1.49598273960825e-71	0.522
Astle_et_al_2016_Reticulocyte_count	ENSG00000243477.5	NAT6	2.2597599682382e-69	0.995
Astle_et_al_2016_Reticulocyte_count	ENSG00000111786.8	SRSF9	3.30204955143566e-68	0.575
Astle_et_al_2016_Reticulocyte_count	ENSG00000170855.3	TRIAP1	7.70090662621906e-68	0.523
Astle_et_al_2016_Reticulocyte_count	ENSG00000167272.10	POP5	9.48612938030213e-68	0.599
Astle_et_al_2016_Reticulocyte_count	ENSG00000204619.7	PPP1R11	6.13141310202451e-63	0.99
Astle_et_al_2016_Reticulocyte_count	ENSG00000110871.14	COQ5	9.01726456750942e-63	0.512
Astle_et_al_2016_Reticulocyte_count	ENSG00000204616.10	TRIM31	1.1437035395564e-61	0.816
Astle_et_al_2016_Reticulocyte_count	ENSG00000173221.13	GLRX	7.4282767697664e-59	0.86
Astle_et_al_2016_Reticulocyte_count	ENSG00000231852.6	CYP21A2	8.40490996493358e-49	0.503
Astle_et_al_2016_Reticulocyte_count	ENSG00000197256.10	KANK2	1.1938513796965e-48	0.702
Astle_et_al_2016_Reticulocyte_count	ENSG00000206503.12	HLA-A	4.44100414727403e-45	0.984
Astle_et_al_2016_Reticulocyte_count	ENSG00000112576.12	CCND3	6.57478499361494e-43	0.595
Astle_et_al_2016_Reticulocyte_count	ENSG00000281831.1	HCP5B	9.66476516042951e-42	0.985
Astle_et_al_2016_Reticulocyte_count	ENSG00000103335.21	PIEZO1	3.49289620179176e-41	0.983
Astle_et_al_2016_Reticulocyte_count	ENSG00000235169.7	SMIM1	1.28143200098405e-40	1
Astle_et_al_2016_Reticulocyte_count	ENSG00000068745.14	IP6K2	8.13845262146572e-40	1
Astle_et_al_2016_Reticulocyte_count	ENSG00000112578.9	BYSL	1.27947481209823e-38	0.551
Astle_et_al_2016_Reticulocyte_count	ENSG00000130764.9	LRRC47	5.09757138038253e-38	0.985
Astle_et_al_2016_Reticulocyte_count	ENSG00000251409.1	AC008592.4	2.16154476097599e-36	0.871
Astle_et_al_2016_Reticulocyte_count	ENSG00000196126.11	HLA-DRB1	3.05616327851625e-35	0.634
Astle_et_al_2016_Reticulocyte_count	ENSG00000232629.8	HLA-DQB2	8.50283366674335e-33	0.654
Astle_et_al_2016_Reticulocyte_count	ENSG00000100804.18	PSMB5	6.36391117069176e-31	0.971
Astle_et_al_2016_Reticulocyte_count	ENSG00000113742.12	CPEB4	8.6666542077129e-31	0.978
Astle_et_al_2016_Reticulocyte_count	ENSG00000267534.2	S1PR2	1.10099431357264e-29	0.512
Astle_et_al_2016_Reticulocyte_count	ENSG00000136261.14	BZW2	4.78966101046867e-28	0.626
